配方ID,順序,種類,名稱,名稱狀態,數量,等級條件,等級,條件備註,原文
fusion-a0286,5,金幣,金幣,已定義,100000,,,,"金幣100,000G"
fusion-a0287,1,寵物,螳螂,已對應寵物表,,指定,1,,Lv1螳螂
fusion-a0287,2,道具,飛刃螳螂設計圖×ABCDE,來源原文,,,,,飛刃螳螂設計圖×ABCDE
fusion-a0287,3,金幣,金幣,已定義,100000,,,,"金幣100,000G"
fusion-a0288,1,寵物,煉獄牛頭怪,已對應寵物表,,任意,,,任意等級的煉獄牛頭怪
fusion-a0288,2,道具,領主之魂,已對應道具庫,1,,,,領主之魂×1
fusion-a0289,1,寵物,烈風牛魔王,已對應寵物表,,任意,,,任意等級的烈風牛魔王
fusion-a0289,2,道具,領主之魂,已對應道具庫,1,,,,領主之魂×1
fusion-a0290,1,寵物,強襲牛鬼,已對應寵物表,,任意,,,任意等級的強襲牛鬼
fusion-a0290,2,道具,領主之魂,已對應道具庫,1,,,,領主之魂×1
fusion-a0291,1,寵物,寒冰牛魔王,已對應寵物表,,任意,,,任意等級的寒冰牛魔王
fusion-a0291,2,道具,領主之魂,已對應道具庫,1,,,,領主之魂×1
fusion-a0292,1,寵物,烈風牛鬼領主,已對應寵物表,,任意,,,任意等級的烈風牛鬼領主
fusion-a0292,2,道具,轉生之魂,已對應道具庫,1,,,,轉生之魂×1
fusion-a0293,1,寵物,火焰牛鬼領主,已對應寵物表,,任意,,,任意等級的火焰牛鬼領主
fusion-a0293,2,道具,轉生之魂,已對應道具庫,1,,,,轉生之魂×1
fusion-a0294,1,寵物,寒冰牛鬼領主,已對應寵物表,,任意,,,任意等級的寒冰牛鬼領主
fusion-a0294,2,道具,轉生之魂,已對應道具庫,1,,,,轉生之魂×1
fusion-a0295,1,寵物,大地牛鬼領主,已對應寵物表,,任意,,,任意等級的大地牛鬼領主
fusion-a0295,2,道具,轉生之魂,已對應道具庫,1,,,,轉生之魂×1
fusion-a0296,1,寵物,冰原獨角獸,已對應寵物表,,指定,1,,Lv1冰原獨角獸
fusion-a0296,2,道具,變異之源,已對應道具庫,3,,,,變異之源×3
fusion-a0296,3,道具,千年冰魄,來源原文,10,,,,千年冰魄×10
fusion-a0296,4,道具,精靈王契約,已對應道具庫,50,,,,精靈王契約×50
fusion-a0296,5,金幣,金幣,已定義,100000,,,,"金幣100,000G"
fusion-a0297,1,寵物,暴雪魔獸,已對應寵物表,,任意,,屬性：水10,任意等級的暴雪魔獸（屬性：水10）
fusion-a0297,2,道具,變異之源,已對應道具庫,1,,,,變異之源×1
fusion-a0298,1,寵物,黃金龍骨,已對應寵物表,,指定,1,,Lv1黃金龍骨
fusion-a0298,2,道具,變異之源,已對應道具庫,3,,,,變異之源×3
fusion-a0298,3,道具,禁地冰龍魂,來源原文,10,,,,禁地冰龍魂×10
fusion-a0298,4,道具,精靈王契約,已對應道具庫,50,,,,精靈王契約×50
fusion-a0298,5,金幣,金幣,已定義,100000,,,,"金幣100,000G"
fusion-a0299,1,寵物,毒龍骨,已對應寵物表,,指定,1,,Lv1毒龍骨
fusion-a0299,2,道具,變異之源,已對應道具庫,3,,,,變異之源×3
fusion-a0299,3,道具,禁地火龍魂,來源原文,10,,,,禁地火龍魂×10
fusion-a0299,4,道具,精靈王契約,已對應道具庫,50,,,,精靈王契約×50
fusion-a0299,5,金幣,金幣,已定義,100000,,,,"金幣100,000G"
fusion-a0300,1,寵物,鬥神歐茲尼克,已對應寵物表,,任意,,,任意等級的鬥神歐茲尼克
fusion-a0300,2,道具,洗髓丹,已對應道具庫,1,,,,洗髓丹×1
fusion-a0301,1,寵物,修羅歐茲尼克,已對應寵物表,,任意,,,任意等級的修羅歐茲尼克
fusion-a0301,2,道具,洗髓丹,已對應道具庫,1,,,,洗髓丹×1
fusion-a0302,1,寵物,酒仙歐茲那克,已對應寵物表,,任意,,,任意等級的酒仙歐茲那克
fusion-a0302,2,道具,洗髓丹,已對應道具庫,1,,,,洗髓丹×1
fusion-a0303,1,寵物,羅剎歐茲那克,已對應寵物表,,任意,,,任意等級的羅剎歐茲那克
fusion-a0303,2,道具,洗髓丹,已對應道具庫,1,,,,洗髓丹×1
fusion-a0304,1,寵物,熊霸歐茲那克,已對應寵物表,,任意,,,任意等級的熊霸歐茲那克
fusion-a0304,2,道具,修仙石,已對應道具庫,1,,,,修仙石×1
fusion-a0305,1,寵物,煞氣歐茲尼克,已對應寵物表,,任意,,,任意等級的煞氣歐茲尼克
fusion-a0305,2,道具,修仙石,已對應道具庫,1,,,,修仙石×1
fusion-a0306,1,寵物,百兩招財貓,已對應寵物表,,指定,40,,Lv40百兩招財貓
fusion-a0306,2,道具,388,來源原文,,,,,388
fusion-a0307,1,寵物,萬兩招財貓,已對應寵物表,,指定,1,,Lv1萬兩招財貓
fusion-a0307,2,道具,1688,來源原文,,,,,1688
fusion-a0308,1,寵物,千兩招財貓,已對應寵物表,,指定,1,,Lv1千兩招財貓
fusion-a0308,2,道具,888,來源原文,,,,,888
fusion-a0309,1,寵物,十萬兩招財貓,已對應寵物表,,指定,1,,Lv1十萬兩招財貓
fusion-a0309,2,道具,2888,來源原文,,,,,2888
fusion-a0310,1,寵物,兔吉祥,已對應寵物表,,指定,1,,Lv1兔吉祥
fusion-a0310,2,道具,兔吉祥的進化帽,來源原文,1,,,,兔吉祥的進化帽×1
fusion-a0310,3,道具,兔吉的毛髮,來源原文,10,,,,兔吉的毛髮×10
fusion-a0310,4,金幣,金幣,已定義,10000,,,,"金幣10,000G"
fusion-a0311,1,寵物,兔吉星,已對應寵物表,,指定,1,,Lv1兔吉星
fusion-a0311,2,道具,兔吉星的進化帽,來源原文,1,,,,兔吉星的進化帽×1
fusion-a0311,3,道具,兔吉的毛髮,來源原文,10,,,,兔吉的毛髮×10
fusion-a0311,4,金幣,金幣,已定義,10000,,,,"金幣10,000G"
fusion-a0312,1,寵物,兔吉利,已對應寵物表,,指定,1,,Lv1兔吉利
fusion-a0312,2,道具,兔吉利的進化帽,來源原文,1,,,,兔吉利的進化帽×1
fusion-a0312,3,道具,兔吉的毛髮,來源原文,10,,,,兔吉的毛髮×10
fusion-a0312,4,金幣,金幣,已定義,10000,,,,"金幣10,000G"
fusion-a0313,1,寵物,兔吉兆,已對應寵物表,,指定,1,,Lv1兔吉兆
fusion-a0313,2,道具,兔吉兆的進化帽,來源原文,1,,,,兔吉兆的進化帽×1
fusion-a0313,3,道具,兔吉的毛髮,來源原文,10,,,,兔吉的毛髮×10
fusion-a0313,4,金幣,金幣,已定義,10000,,,,"金幣10,000G"
fusion-a0314,1,寵物,仙靈,來源原文,,指定,1,,Lv1仙靈
fusion-a0314,2,道具,變異之源,已對應道具庫,3,,,,變異之源×3
fusion-a0314,3,道具,逐月石,來源原文,10,,,,逐月石×10
fusion-a0314,4,道具,精靈王契約,已對應道具庫,100,,,,精靈王契約×100
fusion-a0315,1,寵物,見習騎士露比,已對應寵物表,,至少,80,,Lv80以上的見習騎士露比
fusion-a0315,2,道具,變異之源,已對應道具庫,30,,,,變異之源×30
fusion-a0315,3,道具,勇者之心,來源原文,30,,,,勇者之心×30
fusion-a0316,1,寵物,見習格鬥家露比,已對應寵物表,,至少,80,,Lv80以上的見習格鬥家露比
fusion-a0316,2,道具,變異之源,已對應道具庫,30,,,,變異之源×30
fusion-a0316,3,道具,勇者之心,來源原文,30,,,,勇者之心×30
fusion-a0317,1,寵物,見習戰斧露比,已對應寵物表,,至少,80,,Lv80以上的見習戰斧露比
fusion-a0317,2,道具,變異之源,已對應道具庫,30,,,,變異之源×30
fusion-a0317,3,道具,勇者之心,來源原文,30,,,,勇者之心×30
fusion-a0318,1,寵物,見習弓箭手露比,已對應寵物表,,至少,80,,Lv80以上的見習弓箭手露比
fusion-a0318,2,道具,變異之源,已對應道具庫,30,,,,變異之源×30
fusion-a0318,3,道具,勇者之心,來源原文,30,,,,勇者之心×30
fusion-a0319,1,寵物,見習巫師露比,已對應寵物表,,至少,80,,Lv80以上的見習巫師露比
fusion-a0319,2,道具,變異之源,已對應道具庫,30,,,,變異之源×30
fusion-a0319,3,道具,勇者之心,來源原文,30,,,,勇者之心×30
fusion-a0320,1,寵物,見習劍士露比,已對應寵物表,,至少,80,,Lv80以上的見習劍士露比
fusion-a0320,2,道具,變異之源,已對應道具庫,30,,,,變異之源×30
fusion-a0320,3,道具,勇者之心,來源原文,30,,,,勇者之心×30
fusion-a0321,1,寵物,新生露比,已對應寵物表,,至少,40,,Lv40以上的新生露比
fusion-a0321,2,道具,露比長槍,來源原文,1,,,,露比長槍×1
fusion-a0321,3,道具,勇者之心,來源原文,10,,,,勇者之心×10
fusion-a0322,1,寵物,新生露比,已對應寵物表,,至少,40,,Lv40以上的新生露比
fusion-a0322,2,道具,露比甩棍,來源原文,1,,,,露比甩棍×1
fusion-a0322,3,道具,勇者之心,來源原文,10,,,,勇者之心×10
fusion-a0323,1,寵物,新生露比,已對應寵物表,,至少,40,,Lv40以上的新生露比
fusion-a0323,2,道具,露比法杖,來源原文,1,,,,露比法杖×1
fusion-a0323,3,道具,勇者之心,來源原文,10,,,,勇者之心×10
fusion-a0324,1,寵物,新生露比,已對應寵物表,,至少,40,,Lv40以上的新生露比
fusion-a0324,2,道具,露比手斧,來源原文,1,,,,露比手斧×1
fusion-a0324,3,道具,勇者之心,來源原文,10,,,,勇者之心×10
fusion-a0325,1,寵物,新生露比,已對應寵物表,,至少,40,,Lv40以上的新生露比
fusion-a0325,2,道具,露比巨劍,來源原文,1,,,,露比巨劍×1
fusion-a0325,3,道具,勇者之心,來源原文,10,,,,勇者之心×10
fusion-a0326,1,寵物,新生露比,已對應寵物表,,至少,40,,Lv40以上的新生露比
fusion-a0326,2,道具,露比大弓,來源原文,1,,,,露比大弓×1
fusion-a0326,3,道具,勇者之心,來源原文,10,,,,勇者之心×10
fusion-a0327,1,寵物,赤燄,已對應寵物表,,指定,1,,Lv1赤燄
fusion-a0327,2,道具,變異之源,已對應道具庫,3,,,,變異之源×3
fusion-a0327,3,道具,希望火柴盒,來源原文,10,,,,希望火柴盒×10
fusion-a0327,4,道具,精靈王契約,已對應道具庫,50,,,,精靈王契約×50
fusion-a0327,5,金幣,金幣,已定義,100000,,,,"金幣100,000G"
fusion-a0328,1,寵物,碧燄,已對應寵物表,,指定,1,,Lv1碧燄
fusion-a0328,2,道具,變異之源,已對應道具庫,3,,,,變異之源×3
fusion-a0328,3,道具,希望火柴盒,來源原文,10,,,,希望火柴盒×10
fusion-a0328,4,道具,精靈王契約,已對應道具庫,50,,,,精靈王契約×50
fusion-a0328,5,金幣,金幣,已定義,100000,,,,"金幣100,000G"
fusion-a0329,1,寵物,山吹,已對應寵物表,,,,,山吹
fusion-a0329,2,道具,咒殺型山吹設計圖A,來源原文,1,,,,咒殺型山吹設計圖A×1
fusion-a0329,3,道具,咒殺型山吹設計圖B,來源原文,1,,,,咒殺型山吹設計圖B×1
fusion-a0329,4,道具,咒殺型山吹設計圖C,來源原文,1,,,,咒殺型山吹設計圖C×1
fusion-a0329,5,道具,咒殺型山吹設計圖D,來源原文,1,,,,咒殺型山吹設計圖D×1
fusion-a0329,6,道具,咒殺型山吹設計圖E,來源原文,1,,,,咒殺型山吹設計圖E×1
fusion-a0330,1,寵物,雪獅,已對應寵物表,,指定,1,,Lv1雪獅
fusion-a0330,2,道具,變異之源,已對應道具庫,3,,,,變異之源×3
fusion-a0330,3,道具,暴雪花,來源原文,10,,,,暴雪花×10
fusion-a0330,4,道具,精靈王契約,已對應道具庫,50,,,,精靈王契約×50
fusion-a0331,1,寵物,月獅,已對應寵物表,,指定,1,,Lv1月獅
fusion-a0331,2,道具,變異之源,已對應道具庫,3,,,,變異之源×3
fusion-a0331,3,道具,蝕月花,來源原文,10,,,,蝕月花×10
fusion-a0331,4,道具,精靈王契約,已對應道具庫,50,,,,精靈王契約×50
fusion-a0332,1,寵物,仙靈,來源原文,,指定,1,,Lv1仙靈
fusion-a0332,2,道具,變異之源,已對應道具庫,3,,,,變異之源×3
fusion-a0332,3,道具,星輝石,來源原文,10,,,,星輝石×10
fusion-a0332,4,道具,精靈王契約,已對應道具庫,100,,,,精靈王契約×100
fusion-a0333,1,寵物,地獄魔王,已對應寵物表,,,,,地獄魔王
fusion-a0333,2,道具,魔王撒旦設計圖A,來源原文,1,,,,魔王撒旦設計圖A×1
fusion-a0333,3,道具,魔王撒旦設計圖B,來源原文,1,,,,魔王撒旦設計圖B×1
fusion-a0333,4,道具,魔王撒旦設計圖C,來源原文,1,,,,魔王撒旦設計圖C×1
fusion-a0333,5,道具,魔王撒旦設計圖D,來源原文,1,,,,魔王撒旦設計圖D×1
fusion-a0333,6,道具,魔王撒旦設計圖E,來源原文,1,,,,魔王撒旦設計圖E×1
fusion-a0334,1,寵物,炎精靈,已對應寵物表,,指定,1,,Lv1炎精靈
fusion-a0334,2,道具,火元素之卵,來源原文,3,,,,火元素之卵×3
fusion-a0334,3,道具,閃耀變異之源,已對應道具庫,10,,,,閃耀變異之源×10
fusion-a0334,4,道具,精靈王契約,已對應道具庫,100,,,,精靈王契約×100
fusion-a0335,1,寵物,猩紅騎士,已對應寵物表,,,,,猩紅騎士
fusion-a0335,2,道具,帕布提斯馬設計圖A,來源原文,1,,,,帕布提斯馬設計圖A×1
fusion-a0335,3,道具,帕布提斯馬設計圖B,來源原文,1,,,,帕布提斯馬設計圖B×1
fusion-a0335,4,道具,帕布提斯馬設計圖C,來源原文,1,,,,帕布提斯馬設計圖C×1
fusion-a0335,5,道具,帕布提斯馬設計圖D,來源原文,1,,,,帕布提斯馬設計圖D×1
fusion-a0335,6,道具,帕布提斯馬設計圖E,來源原文,1,,,,帕布提斯馬設計圖E×1
fusion-a0336,1,寵物,死亡騎士,已對應寵物表,,,,,死亡騎士
fusion-a0336,2,道具,凱法設計圖A,來源原文,1,,,,凱法設計圖A×1
fusion-a0336,3,道具,凱法設計圖B,來源原文,1,,,,凱法設計圖B×1
fusion-a0336,4,道具,凱法設計圖C,來源原文,1,,,,凱法設計圖C×1
fusion-a0336,5,道具,凱法設計圖D,來源原文,1,,,,凱法設計圖D×1
fusion-a0336,6,道具,凱法設計圖E,來源原文,1,,,,凱法設計圖E×1
fusion-a0337,1,寵物,木精靈,已對應寵物表,,指定,1,,Lv1木精靈
fusion-a0337,2,道具,地元素之卵,來源原文,3,,,,地元素之卵×3
fusion-a0337,3,道具,閃耀變異之源,已對應道具庫,10,,,,閃耀變異之源×10
fusion-a0337,4,道具,精靈王契約,已對應道具庫,100,,,,精靈王契約×100
fusion-a0338,1,寵物,大地巨龍,已對應寵物表,,,,,大地巨龍
fusion-a0338,2,道具,失翼之龍設計圖A,來源原文,1,,,,失翼之龍設計圖A×1
fusion-a0338,3,道具,失翼之龍設計圖B,來源原文,1,,,,失翼之龍設計圖B×1
fusion-a0338,4,道具,失翼之龍設計圖C,來源原文,1,,,,失翼之龍設計圖C×1
fusion-a0338,5,道具,失翼之龍設計圖D,來源原文,1,,,,失翼之龍設計圖D×1
fusion-a0338,6,道具,失翼之龍設計圖E,來源原文,1,,,,失翼之龍設計圖E×1
fusion-a0339,1,寵物,寒冰牛頭怪,已對應寵物表,,,,,寒冰牛頭怪
fusion-a0339,2,道具,寒冰牛魔王設計圖A,來源原文,1,,,,寒冰牛魔王設計圖A×1
fusion-a0339,3,道具,寒冰牛魔王設計圖B,來源原文,1,,,,寒冰牛魔王設計圖B×1
fusion-a0339,4,道具,寒冰牛魔王設計圖C,來源原文,1,,,,寒冰牛魔王設計圖C×1
fusion-a0339,5,道具,寒冰牛魔王設計圖D,來源原文,1,,,,寒冰牛魔王設計圖D×1
fusion-a0339,6,道具,寒冰牛魔王設計圖E,來源原文,1,,,,寒冰牛魔王設計圖E×1
fusion-a0340,1,寵物,地獄亡靈,已對應寵物表,,,,,地獄亡靈
fusion-a0340,2,道具,地獄惡魔設計圖A,來源原文,1,,,,地獄惡魔設計圖A×1
fusion-a0340,3,道具,地獄惡魔設計圖B,來源原文,1,,,,地獄惡魔設計圖B×1
fusion-a0340,4,道具,地獄惡魔設計圖C,來源原文,1,,,,地獄惡魔設計圖C×1
fusion-a0340,5,道具,地獄惡魔設計圖D,來源原文,1,,,,地獄惡魔設計圖D×1
fusion-a0340,6,道具,地獄惡魔設計圖E,來源原文,1,,,,地獄惡魔設計圖E×1
fusion-a0341,1,道具,無頭將軍,來源原文,,,,,無頭將軍
fusion-a0341,2,道具,沙海將軍設計圖A,來源原文,1,,,,沙海將軍設計圖A×1
fusion-a0341,3,道具,沙海將軍設計圖B,來源原文,1,,,,沙海將軍設計圖B×1
fusion-a0341,4,道具,沙海將軍設計圖C,來源原文,1,,,,沙海將軍設計圖C×1
fusion-a0341,5,道具,沙海將軍設計圖D,來源原文,1,,,,沙海將軍設計圖D×1
fusion-a0341,6,道具,沙海將軍設計圖E,來源原文,1,,,,沙海將軍設計圖E×1
fusion-a0342,1,寵物,翼龍,已對應寵物表,,,,,翼龍
fusion-a0342,2,道具,神聖翼龍設計圖A,來源原文,1,,,,神聖翼龍設計圖A×1
fusion-a0342,3,道具,神聖翼龍設計圖B,來源原文,1,,,,神聖翼龍設計圖B×1
fusion-a0342,4,道具,神聖翼龍設計圖C,來源原文,1,,,,神聖翼龍設計圖C×1
fusion-a0342,5,道具,神聖翼龍設計圖D,來源原文,1,,,,神聖翼龍設計圖D×1
fusion-a0342,6,道具,神聖翼龍設計圖E,來源原文,1,,,,神聖翼龍設計圖E×1
fusion-a0343,1,寵物,梅茲,已對應寵物表,,,,,梅茲
fusion-a0343,2,道具,忍王梅茲設計圖A,來源原文,1,,,,忍王梅茲設計圖A×1
fusion-a0343,3,道具,忍王梅茲設計圖B,來源原文,1,,,,忍王梅茲設計圖B×1
fusion-a0343,4,道具,忍王梅茲設計圖C,來源原文,1,,,,忍王梅茲設計圖C×1
fusion-a0343,5,道具,忍王梅茲設計圖D,來源原文,1,,,,忍王梅茲設計圖D×1
fusion-a0343,6,道具,忍王梅茲設計圖E,來源原文,1,,,,忍王梅茲設計圖E×1
fusion-a0344,1,寵物,火焰牛頭怪,已對應寵物表,,,,,火焰牛頭怪
fusion-a0344,2,道具,煉獄牛頭怪設計圖A,來源原文,1,,,,煉獄牛頭怪設計圖A×1
fusion-a0344,3,道具,煉獄牛頭怪設計圖B,來源原文,1,,,,煉獄牛頭怪設計圖B×1
fusion-a0344,4,道具,煉獄牛頭怪設計圖C,來源原文,1,,,,煉獄牛頭怪設計圖C×1
fusion-a0344,5,道具,煉獄牛頭怪設計圖D,來源原文,1,,,,煉獄牛頭怪設計圖D×1
fusion-a0344,6,道具,煉獄牛頭怪設計圖E,來源原文,1,,,,煉獄牛頭怪設計圖E×1
fusion-a0345,1,寵物,丘比特,已對應寵物表,,,,,丘比特
fusion-a0345,2,道具,愛神丘比特設計圖A,來源原文,1,,,,愛神丘比特設計圖A×1
fusion-a0345,3,道具,愛神丘比特設計圖B,來源原文,1,,,,愛神丘比特設計圖B×1
fusion-a0345,4,道具,愛神丘比特設計圖C,來源原文,1,,,,愛神丘比特設計圖C×1
fusion-a0345,5,道具,愛神丘比特設計圖D,來源原文,1,,,,愛神丘比特設計圖D×1
fusion-a0345,6,道具,愛神丘比特設計圖E,來源原文,1,,,,愛神丘比特設計圖E×1
fusion-a0346,1,寵物,歐茲那克,已對應寵物表,,,,,歐茲那克
fusion-a0346,2,道具,熊霸歐茲那克設計圖A,來源原文,1,,,,熊霸歐茲那克設計圖A×1
fusion-a0346,3,道具,熊霸歐茲那克設計圖B,來源原文,1,,,,熊霸歐茲那克設計圖B×1
fusion-a0346,4,道具,熊霸歐茲那克設計圖C,來源原文,1,,,,熊霸歐茲那克設計圖C×1
fusion-a0346,5,道具,熊霸歐茲那克設計圖D,來源原文,1,,,,熊霸歐茲那克設計圖D×1
fusion-a0346,6,道具,熊霸歐茲那克設計圖E,來源原文,1,,,,熊霸歐茲那克設計圖E×1
fusion-a0347,1,寵物,歐茲尼克,已對應寵物表,,,,,歐茲尼克
fusion-a0347,2,道具,煞氣歐茲尼克設計圖A,來源原文,1,,,,煞氣歐茲尼克設計圖A×1
fusion-a0347,3,道具,煞氣歐茲尼克設計圖B,來源原文,1,,,,煞氣歐茲尼克設計圖B×1
fusion-a0347,4,道具,煞氣歐茲尼克設計圖C,來源原文,1,,,,煞氣歐茲尼克設計圖C×1
fusion-a0347,5,道具,煞氣歐茲尼克設計圖D,來源原文,1,,,,煞氣歐茲尼克設計圖D×1
fusion-a0347,6,道具,煞氣歐茲尼克設計圖E,來源原文,1,,,,煞氣歐茲尼克設計圖E×1
fusion-a0348,1,寵物,歐特奇美拉,已對應寵物表,,,,,歐特奇美拉
fusion-a0348,2,道具,疾風奇美拉設計圖A,來源原文,1,,,,疾風奇美拉設計圖A×1
fusion-a0348,3,道具,疾風奇美拉設計圖B,來源原文,1,,,,疾風奇美拉設計圖B×1
fusion-a0348,4,道具,疾風奇美拉設計圖C,來源原文,1,,,,疾風奇美拉設計圖C×1
fusion-a0348,5,道具,疾風奇美拉設計圖D,來源原文,1,,,,疾風奇美拉設計圖D×1
fusion-a0348,6,道具,疾風奇美拉設計圖E,來源原文,1,,,,疾風奇美拉設計圖E×1
fusion-a0349,1,寵物,旋律影子,已對應寵物表,,,,,旋律影子
fusion-a0349,2,道具,噩夢旋律影子設計圖A,來源原文,1,,,,噩夢旋律影子設計圖A×1
fusion-a0349,3,道具,噩夢旋律影子設計圖B,來源原文,1,,,,噩夢旋律影子設計圖B×1
fusion-a0349,4,道具,噩夢旋律影子設計圖C,來源原文,1,,,,噩夢旋律影子設計圖C×1
fusion-a0349,5,道具,噩夢旋律影子設計圖D,來源原文,1,,,,噩夢旋律影子設計圖D×1
fusion-a0349,6,道具,噩夢旋律影子設計圖E,來源原文,1,,,,噩夢旋律影子設計圖E×1
fusion-a0350,1,寵物,牛鬼,已對應寵物表,,,,,牛鬼
fusion-a0350,2,道具,強襲牛鬼設計圖A,來源原文,1,,,,強襲牛鬼設計圖A×1
fusion-a0350,3,道具,強襲牛鬼設計圖B,來源原文,1,,,,強襲牛鬼設計圖B×1
fusion-a0350,4,道具,強襲牛鬼設計圖C,來源原文,1,,,,強襲牛鬼設計圖C×1
fusion-a0350,5,道具,強襲牛鬼設計圖D,來源原文,1,,,,強襲牛鬼設計圖D×1
fusion-a0350,6,道具,強襲牛鬼設計圖E,來源原文,1,,,,強襲牛鬼設計圖E×1
fusion-a0351,1,寵物,幻影,已對應寵物表,,,,,幻影
fusion-a0351,2,道具,深邃幻影設計圖A,來源原文,1,,,,深邃幻影設計圖A×1
fusion-a0351,3,道具,深邃幻影設計圖B,來源原文,1,,,,深邃幻影設計圖B×1
fusion-a0351,4,道具,深邃幻影設計圖C,來源原文,1,,,,深邃幻影設計圖C×1
fusion-a0351,5,道具,深邃幻影設計圖D,來源原文,1,,,,深邃幻影設計圖D×1
fusion-a0351,6,道具,深邃幻影設計圖E,來源原文,1,,,,深邃幻影設計圖E×1
fusion-m0002,1,寵物,大地翼龍,已對應寵物表,,,,,大地翼龍
fusion-m0002,2,道具,惡龍顱骨,來源原文,1,,,,惡龍顱骨(1)
fusion-m0002,3,道具,惡龍巨翼,來源原文,1,,,,惡龍巨翼(1)
fusion-m0002,4,道具,惡龍之尾,來源原文,1,,,,惡龍之尾(1)
fusion-m0002,5,道具,暗黑基因,來源原文,1,,,,暗黑基因(1)
fusion-m0003,1,寵物,大炸彈,已對應寵物表,,,,,大炸彈
fusion-m0003,2,道具,粉紅之心,來源原文,1,,,,粉紅之心(1)
fusion-m0003,3,道具,粉紅礦石,來源原文,1,,,,粉紅礦石(1)
fusion-m0003,4,道具,粉紅火藥,來源原文,1,,,,粉紅火藥(1)
fusion-m0004,1,寵物,地獄妖犬,已對應寵物表,,,,,地獄妖犬
fusion-m0004,2,道具,雷霆之力,來源原文,5,,,,雷霆之力(5)
fusion-m0004,3,道具,雷獸獨角,來源原文,20,,,,雷獸獨角(20)
fusion-m0004,4,道具,雷獸犬牙,來源原文,50,,,,雷獸犬牙(50)
fusion-m0004,5,道具,雷獸力爪,來源原文,75,,,,雷獸力爪(75)
fusion-m0005,1,寵物,黃金螃蟹,已對應寵物表,,,,,黃金螃蟹
fusion-m0005,2,道具,劇毒心臟,來源原文,3,,,,劇毒心臟(3)
fusion-m0005,3,道具,劇毒之魂,來源原文,25,,,,劇毒之魂(25)
fusion-m0005,4,道具,劇毒精華,來源原文,50,,,,劇毒精華(50)
fusion-m0006,1,寵物,樹精,已對應寵物表,,,,,樹精
fusion-m0006,2,道具,懷舊樹精的種子,來源原文,3,,,,懷舊樹精的種子(3)
fusion-m0006,3,道具,變異木樁,來源原文,10,,,,變異木樁(10)
fusion-m0006,4,道具,變異土壤,來源原文,30,,,,變異土壤(30)
fusion-m0007,1,寵物,黃蜂,已對應寵物表,,,,,黃蜂
fusion-m0007,2,道具,赤炎內丹,來源原文,3,,,,赤炎內丹(3)
fusion-m0007,3,道具,變異蜂蜜,來源原文,10,,,,變異蜂蜜(10)
fusion-m0007,4,道具,黃蜂尾針,來源原文,30,,,,黃蜂尾針(30)
fusion-m0008,1,寵物,液態史萊姆,已對應寵物表,,,,,液態史萊姆
fusion-m0008,2,道具,液態史萊姆之魂,來源原文,3,,,,液態史萊姆之魂(3)
fusion-m0008,3,道具,液態史萊姆組織,來源原文,10,,,,液態史萊姆組織(10)
fusion-m0008,4,道具,史萊姆漂白劑,來源原文,30,,,,史萊姆漂白劑(30)
fusion-m0009,1,寵物,螳螂,已對應寵物表,,,,,螳螂
fusion-m0009,2,道具,螳螂卵,來源原文,3,,,,螳螂卵(3)
fusion-m0009,3,道具,變異營養液,來源原文,10,,,,變異營養液(10)
fusion-m0009,4,道具,櫻花枝,來源原文,30,,,,櫻花枝(30)
fusion-m0010,1,寵物,鼠王,已對應寵物表,,,,,鼠王
fusion-m0010,2,道具,鼠王金像,來源原文,3,,,,鼠王金像(3)
fusion-m0010,3,道具,鼠王琥珀,來源原文,10,,,,鼠王琥珀(10)
fusion-m0010,4,道具,鼠王化石,來源原文,30,,,,鼠王化石(30)
fusion-m0011,1,寵物,迷你龍,已對應寵物表,,,,,迷你龍
fusion-m0011,2,道具,變異龍珠,來源原文,3,,,,變異龍珠(3)
fusion-m0011,3,道具,迷你龍娃娃,來源原文,10,,,,迷你龍娃娃(10)
fusion-m0011,4,道具,純白藥劑,來源原文,30,,,,純白藥劑(30)
fusion-m0012,1,寵物,煙羅,已對應寵物表,,,,,煙羅
fusion-m0012,2,道具,祥雲之淚,來源原文,3,,,,祥雲之淚(3)
fusion-m0012,3,道具,雲霧收集瓶,來源原文,10,,,,雲霧收集瓶(10)
fusion-m0012,4,道具,祥雲塊,來源原文,30,,,,祥雲塊(30)
fusion-m0013,1,寵物,海底龜,已對應寵物表,,,,,海底龜
fusion-m0013,2,道具,紫甲基因,來源原文,3,,,,紫甲基因(3)
fusion-m0013,3,道具,萬年龜角,來源原文,10,,,,萬年龜角(10)
fusion-m0013,4,道具,變異的海底龜龜殼,來源原文,30,,,,變異的海底龜龜殼(30)
fusion-m0014,1,寵物,堀地蟲,已對應寵物表,,,,,堀地蟲
fusion-m0014,2,道具,金甲基因,來源原文,3,,,,金甲基因(3)
fusion-m0014,3,道具,黃金之角,來源原文,5,,,,黃金之角(5)
fusion-m0014,4,道具,變異的堀地蟲甲殼,來源原文,30,,,,變異的堀地蟲甲殼(30)
fusion-m0015,1,寵物,水龍蜥,已對應寵物表,,,,,水龍蜥
fusion-m0015,2,道具,蜥蜴封印卡,來源原文,3,,,,蜥蜴封印卡(3)
fusion-m0015,3,道具,變異催化劑,來源原文,10,,,,變異催化劑(10)
fusion-m0015,4,道具,暗黑龍鱗,來源原文,30,,,,暗黑龍鱗(30)
