技能範圍,技能分類,技能名稱,技能等級,魔力消耗,技能效果詳細說明,學習資訊
char,other_skill,調教,LV 6,—,等級60以下的寵物忠誠提升，寵物使用技能消耗魔力減少,
char,other_skill,調教,LV 7,—,等級70以下的寵物忠誠提升，寵物使用技能消耗魔力減少,
char,other_skill,調教,LV 8,—,等級80以下的寵物忠誠提升，寵物使用技能消耗魔力減少,
char,other_skill,調教,LV 9,—,等級90以下的寵物忠誠提升，寵物使用技能消耗魔力減少,
char,other_skill,調教,LV 10,—,等級100以下的寵物忠誠提升，寵物使用技能消耗魔力減少,
char,other_skill,調教,LV 11,—,等級110以下的寵物忠誠提升，寵物使用技能消耗魔力減少（推估）,
char,other_skill,調教,LV 12,—,等級120以下的寵物忠誠提升，寵物使用技能消耗魔力減少（推估）,
char,other_skill,刻印,LV 1,10 MP,在道具上刻下想要的字,
char,other_skill,武器修理,LV 1,10 MP,可以修理等級1的武器,
char,other_skill,武器修理,LV 2,20 MP,可以修理等級2的武器,
char,other_skill,武器修理,LV 3,30 MP,可以修理等級3的武器,
char,other_skill,武器修理,LV 4,40 MP,可以修理等級4的武器,
char,other_skill,武器修理,LV 5,50 MP,可以修理等級5的武器,
char,other_skill,武器修理,LV 6,60 MP,可以修理等級6的武器,
char,other_skill,武器修理,LV 7,70 MP,可以修理等級7的武器,
char,other_skill,武器修理,LV 8,80 MP,可以修理等級8的武器,
char,other_skill,武器修理,LV 9,90 MP,可以修理等級9的武器,
char,other_skill,武器修理,LV 10,100 MP,可以修理等級10的武器,
char,other_skill,武器修理,LV 11,110 MP,可以修理等級11的武器（推估）,
char,other_skill,武器修理,LV 12,120 MP,可以修理等級12的武器（推估）,
char,other_skill,防具修理,LV 1,10 MP,可以修理等級1的防具,
char,other_skill,防具修理,LV 2,20 MP,可以修理等級2的防具,
char,other_skill,防具修理,LV 3,30 MP,可以修理等級3的防具,
char,other_skill,防具修理,LV 4,40 MP,可以修理等級4的防具,
char,other_skill,防具修理,LV 5,50 MP,可以修理等級5的防具,
char,other_skill,防具修理,LV 6,60 MP,可以修理等級6的防具,
char,other_skill,防具修理,LV 7,70 MP,可以修理等級7的防具,
char,other_skill,防具修理,LV 8,80 MP,可以修理等級8的防具,
char,other_skill,防具修理,LV 9,90 MP,可以修理等級9的防具,
char,other_skill,防具修理,LV 10,100 MP,可以修理等級10的防具,
char,other_skill,防具修理,LV 11,110 MP,可以修理等級11的防具（推估）,
char,other_skill,防具修理,LV 12,120 MP,可以修理等級12的防具（推估）,
char,other_skill,寵物強化,LV 1,—,寵物經驗值取得上升4%,
char,other_skill,寵物強化,LV 2,—,寵物經驗值取得上升8%,
char,other_skill,寵物強化,LV 3,—,寵物經驗值取得上升12%,
char,other_skill,寵物強化,LV 4,—,寵物經驗值取得上升16%,
char,other_skill,寵物強化,LV 5,—,寵物經驗值取得上升20%,
char,other_skill,寵物強化,LV 6,—,寵物經驗值取得上升24%,
char,other_skill,寵物強化,LV 7,—,寵物經驗值取得上升28%,
char,other_skill,寵物強化,LV 8,—,寵物經驗值取得上升32%,
char,other_skill,寵物強化,LV 9,—,寵物經驗值取得上升36%,
char,other_skill,寵物強化,LV 10,—,寵物經驗值取得上升40%,
char,other_skill,寵物強化,LV 11,—,寵物經驗值取得上升44%（推估）,
char,other_skill,寵物強化,LV 12,—,寵物經驗值取得上升48%（推估）,
char,other_skill,精靈的盟約,LV 1,—,封印成功率上升,
char,other_skill,精靈的盟約,LV 2,—,封印成功率上升,
char,other_skill,精靈的盟約,LV 3,—,封印成功率上升,
char,other_skill,精靈的盟約,LV 4,—,封印成功率上升,
char,other_skill,精靈的盟約,LV 5,—,封印成功率上升,
char,other_skill,精靈的盟約,LV 6,—,封印成功率上升,
char,other_skill,精靈的盟約,LV 7,—,封印成功率上升,
char,other_skill,精靈的盟約,LV 8,—,封印成功率上升,
char,other_skill,精靈的盟約,LV 9,—,封印成功率上升,
char,other_skill,精靈的盟約,LV 10,—,封印成功率上升,
char,craft_skill,伐木體驗,LV 1,1 MP,能砍到竹子和孟宗竹,
char,craft_skill,狩獵體驗,LV 1,1 MP,能獵到鹿皮和傳說中的鹿皮,
char,craft_skill,挖掘體驗,LV 1,1 MP,能挖到銅及碎石頭,
char,craft_skill,鍛造體驗,LV 1,1 MP,可以製作最基本的武器及防具，體驗生產物品的滋味,
char,craft_skill,伐木,LV 1,1 MP,由原野取得香草、樹木取得木材的技能,
char,craft_skill,伐木,LV 2,1 MP,由原野取得香草、樹木取得木材的技能,
char,craft_skill,伐木,LV 3,1 MP,由原野取得香草、樹木取得木材的技能,
char,craft_skill,伐木,LV 4,1 MP,由原野取得香草、樹木取得木材的技能,
char,craft_skill,伐木,LV 5,1 MP,由原野取得香草、樹木取得木材的技能,
char,craft_skill,伐木,LV 6,1 MP,由原野取得香草、樹木取得木材的技能,
char,craft_skill,伐木,LV 7,1 MP,由原野取得香草、樹木取得木材的技能,
char,craft_skill,伐木,LV 8,1 MP,由原野取得香草、樹木取得木材的技能,
char,craft_skill,伐木,LV 9,1 MP,由原野取得香草、樹木取得木材的技能,
char,craft_skill,伐木,LV 10,1 MP,由原野取得香草、樹木取得木材的技能,
char,craft_skill,伐木,LV 11,1 MP,由原野取得香草、樹木取得木材的技能（推估）,
char,craft_skill,伐木,LV 12,1 MP,由原野取得香草、樹木取得木材的技能（推估）,
char,craft_skill,狩獵,LV 1,1 MP,能捕獲到動物的皮和肉，由草原取得食材,
char,craft_skill,狩獵,LV 2,1 MP,能捕獲到動物的皮和肉，由草原取得食材,
char,craft_skill,狩獵,LV 3,1 MP,能捕獲到動物的皮和肉，由草原取得食材,
char,craft_skill,狩獵,LV 4,1 MP,能捕獲到動物的皮和肉，由草原取得食材,
char,craft_skill,狩獵,LV 5,1 MP,能捕獲到動物的皮和肉，由草原取得食材,
char,craft_skill,狩獵,LV 6,1 MP,能捕獲到動物的皮和肉，由草原取得食材,
char,craft_skill,狩獵,LV 7,1 MP,能捕獲到動物的皮和肉，由草原取得食材,
char,craft_skill,狩獵,LV 8,1 MP,能捕獲到動物的皮和肉，由草原取得食材,
char,craft_skill,狩獵,LV 9,1 MP,能捕獲到動物的皮和肉，由草原取得食材,
char,craft_skill,狩獵,LV 10,1 MP,能捕獲到動物的皮和肉，由草原取得食材,
char,craft_skill,狩獵,LV 11,1 MP,能捕獲到動物的皮和肉，由草原取得食材（推估）,
char,craft_skill,狩獵,LV 12,1 MP,能捕獲到動物的皮和肉，由草原取得食材（推估）,
char,craft_skill,挖掘,LV 1,1 MP,能在礦坑中取得礦石的技能,
char,craft_skill,挖掘,LV 2,1 MP,能在礦坑中取得礦石的技能,
char,craft_skill,挖掘,LV 3,1 MP,能在礦坑中取得礦石的技能,
char,craft_skill,挖掘,LV 4,1 MP,能在礦坑中取得礦石的技能,
char,craft_skill,挖掘,LV 5,1 MP,能在礦坑中取得礦石的技能,
char,craft_skill,挖掘,LV 6,1 MP,能在礦坑中取得礦石的技能,
char,craft_skill,挖掘,LV 7,1 MP,能在礦坑中取得礦石的技能,
char,craft_skill,挖掘,LV 8,1 MP,能在礦坑中取得礦石的技能,
char,craft_skill,挖掘,LV 9,1 MP,能在礦坑中取得礦石的技能,
char,craft_skill,挖掘,LV 10,1 MP,能在礦坑中取得礦石的技能,
char,craft_skill,挖掘,LV 11,1 MP,能在礦坑中取得礦石的技能（推估）,
char,craft_skill,挖掘,LV 12,1 MP,能在礦坑中取得礦石的技能（推估）,
char,craft_skill,製藥,LV 1,依等級提升變化所需魔力,製作等級1級的藥品,
char,craft_skill,製藥,LV 2,依等級提升變化所需魔力,製作等級2級的藥品,
char,craft_skill,製藥,LV 3,依等級提升變化所需魔力,製作等級3級的藥品,
char,craft_skill,製藥,LV 4,依等級提升變化所需魔力,製作等級4級的藥品,
char,craft_skill,製藥,LV 5,依等級提升變化所需魔力,製作等級5級的藥品,
char,craft_skill,製藥,LV 6,依等級提升變化所需魔力,製作等級6級的藥品,
char,craft_skill,製藥,LV 7,依等級提升變化所需魔力,製作等級7級的藥品,
char,craft_skill,製藥,LV 8,依等級提升變化所需魔力,製作等級8級的藥品,
char,craft_skill,製藥,LV 9,依等級提升變化所需魔力,製作等級9級的藥品,
char,craft_skill,製藥,LV 10,依等級提升變化所需魔力,製作等級10級的藥品,
char,craft_skill,製藥,LV 11,依等級提升變化所需魔力,製作等級11級的藥品（推估）,
char,craft_skill,製藥,LV 12,依等級提升變化所需魔力,製作等級12級的藥品（推估）,
char,craft_skill,料理,LV 1,依等級提升變化所需魔力,製作等級1級的料理,
char,craft_skill,料理,LV 2,依等級提升變化所需魔力,製作等級2級的料理,
char,craft_skill,料理,LV 3,依等級提升變化所需魔力,製作等級3級的料理,
char,craft_skill,料理,LV 4,依等級提升變化所需魔力,製作等級4級的料理,
char,craft_skill,料理,LV 5,依等級提升變化所需魔力,製作等級5級的料理,
char,craft_skill,料理,LV 6,依等級提升變化所需魔力,製作等級6級的料理,
char,craft_skill,料理,LV 7,依等級提升變化所需魔力,製作等級7級的料理,
char,craft_skill,料理,LV 8,依等級提升變化所需魔力,製作等級8級的料理,
char,craft_skill,料理,LV 9,依等級提升變化所需魔力,製作等級9級的料理,
char,craft_skill,料理,LV 10,依等級提升變化所需魔力,製作等級10級的料理,
char,craft_skill,料理,LV 11,依等級提升變化所需魔力,製作等級11級的料理（推估）,
char,craft_skill,料理,LV 12,依等級提升變化所需魔力,製作等級12級的料理（推估）,
char,craft_skill,鑄劍,LV 1,依等級提升變化所需魔力,可以製作等級1的劍,
char,craft_skill,鑄劍,LV 2,依等級提升變化所需魔力,可以製作等級2的劍,
char,craft_skill,鑄劍,LV 3,依等級提升變化所需魔力,可以製作等級3的劍,
char,craft_skill,鑄劍,LV 4,依等級提升變化所需魔力,可以製作等級4的劍,
char,craft_skill,鑄劍,LV 5,依等級提升變化所需魔力,可以製作等級5的劍,
char,craft_skill,鑄劍,LV 6,依等級提升變化所需魔力,可以製作等級6的劍,
char,craft_skill,鑄劍,LV 7,依等級提升變化所需魔力,可以製作等級7的劍,
char,craft_skill,鑄劍,LV 8,依等級提升變化所需魔力,可以製作等級8的劍,
char,craft_skill,鑄劍,LV 9,依等級提升變化所需魔力,可以製作等級9的劍,
char,craft_skill,鑄劍,LV 10,依等級提升變化所需魔力,可以製作等級10的劍,
char,craft_skill,鑄劍,LV 11,依等級提升變化所需魔力,可以製作等級11的劍（推估）,
char,craft_skill,鑄劍,LV 12,依等級提升變化所需魔力,可以製作等級12的劍（推估）,
char,craft_skill,造槍,LV 1,依等級提升變化所需魔力,可以製作等級1的槍,
char,craft_skill,造槍,LV 2,依等級提升變化所需魔力,可以製作等級2的槍,
char,craft_skill,造槍,LV 3,依等級提升變化所需魔力,可以製作等級3的槍,
char,craft_skill,造槍,LV 4,依等級提升變化所需魔力,可以製作等級4的槍,
char,craft_skill,造槍,LV 5,依等級提升變化所需魔力,可以製作等級5的槍,
char,craft_skill,造槍,LV 6,依等級提升變化所需魔力,可以製作等級6的槍,
char,craft_skill,造槍,LV 7,依等級提升變化所需魔力,可以製作等級7的槍,
char,craft_skill,造槍,LV 8,依等級提升變化所需魔力,可以製作等級8的槍,
char,craft_skill,造槍,LV 9,依等級提升變化所需魔力,可以製作等級9的槍,
char,craft_skill,造槍,LV 10,依等級提升變化所需魔力,可以製作等級10的槍,
char,craft_skill,造槍,LV 11,依等級提升變化所需魔力,可以製作等級11的槍（推估）,
char,craft_skill,造槍,LV 12,依等級提升變化所需魔力,可以製作等級12的槍（推估）,
char,craft_skill,造斧,LV 1,依等級提升變化所需魔力,可以製作等級1的斧,
char,craft_skill,造斧,LV 2,依等級提升變化所需魔力,可以製作等級2的斧,
char,craft_skill,造斧,LV 3,依等級提升變化所需魔力,可以製作等級3的斧,
char,craft_skill,造斧,LV 4,依等級提升變化所需魔力,可以製作等級4的斧,
char,craft_skill,造斧,LV 5,依等級提升變化所需魔力,可以製作等級5的斧,
char,craft_skill,造斧,LV 6,依等級提升變化所需魔力,可以製作等級6的斧,
char,craft_skill,造斧,LV 7,依等級提升變化所需魔力,可以製作等級7的斧,
char,craft_skill,造斧,LV 8,依等級提升變化所需魔力,可以製作等級8的斧,
char,craft_skill,造斧,LV 9,依等級提升變化所需魔力,可以製作等級9的斧,
char,craft_skill,造斧,LV 10,依等級提升變化所需魔力,可以製作等級10的斧,
char,craft_skill,造斧,LV 11,依等級提升變化所需魔力,可以製作等級11的斧（推估）,
char,craft_skill,造斧,LV 12,依等級提升變化所需魔力,可以製作等級12的斧（推估）,
char,craft_skill,造杖,LV 1,依等級提升變化所需魔力,可以製作等級1的杖,
char,craft_skill,造杖,LV 2,依等級提升變化所需魔力,可以製作等級2的杖,
char,craft_skill,造杖,LV 3,依等級提升變化所需魔力,可以製作等級3的杖,
char,craft_skill,造杖,LV 4,依等級提升變化所需魔力,可以製作等級4的杖,
char,craft_skill,造杖,LV 5,依等級提升變化所需魔力,可以製作等級5的杖,
char,craft_skill,造杖,LV 6,依等級提升變化所需魔力,可以製作等級6的杖,
char,craft_skill,造杖,LV 7,依等級提升變化所需魔力,可以製作等級7的杖,
char,craft_skill,造杖,LV 8,依等級提升變化所需魔力,可以製作等級8的杖,
char,craft_skill,造杖,LV 9,依等級提升變化所需魔力,可以製作等級9的杖,
char,craft_skill,造杖,LV 10,依等級提升變化所需魔力,可以製作等級10的杖,
char,craft_skill,造杖,LV 11,依等級提升變化所需魔力,可以製作等級11的杖（推估）,
char,craft_skill,造杖,LV 12,依等級提升變化所需魔力,可以製作等級12的杖（推估）,
char,craft_skill,造弓,LV 1,依等級提升變化所需魔力,可以製作等級1的弓,
char,craft_skill,造弓,LV 2,依等級提升變化所需魔力,可以製作等級2的弓,
char,craft_skill,造弓,LV 3,依等級提升變化所需魔力,可以製作等級3的弓,
char,craft_skill,造弓,LV 4,依等級提升變化所需魔力,可以製作等級4的弓,
char,craft_skill,造弓,LV 5,依等級提升變化所需魔力,可以製作等級5的弓,
char,craft_skill,造弓,LV 6,依等級提升變化所需魔力,可以製作等級6的弓,
char,craft_skill,造弓,LV 7,依等級提升變化所需魔力,可以製作等級7的弓,
char,craft_skill,造弓,LV 8,依等級提升變化所需魔力,可以製作等級8的弓,
char,craft_skill,造弓,LV 9,依等級提升變化所需魔力,可以製作等級9的弓,
char,craft_skill,造弓,LV 10,依等級提升變化所需魔力,可以製作等級10的弓,
char,craft_skill,造弓,LV 11,依等級提升變化所需魔力,可以製作等級11的弓（推估）,
char,craft_skill,造弓,LV 12,依等級提升變化所需魔力,可以製作等級12的弓（推估）,
char,craft_skill,造小刀,LV 1,依等級提升變化所需魔力,可以製作等級1的小刀,
char,craft_skill,造小刀,LV 2,依等級提升變化所需魔力,可以製作等級2的小刀,
char,craft_skill,造小刀,LV 3,依等級提升變化所需魔力,可以製作等級3的小刀,
char,craft_skill,造小刀,LV 4,依等級提升變化所需魔力,可以製作等級4的小刀,
char,craft_skill,造小刀,LV 5,依等級提升變化所需魔力,可以製作等級5的小刀,
char,craft_skill,造小刀,LV 6,依等級提升變化所需魔力,可以製作等級6的小刀,
char,craft_skill,造小刀,LV 7,依等級提升變化所需魔力,可以製作等級7的小刀,
char,craft_skill,造小刀,LV 8,依等級提升變化所需魔力,可以製作等級8的小刀,
char,craft_skill,造小刀,LV 9,依等級提升變化所需魔力,可以製作等級9的小刀,
char,craft_skill,造小刀,LV 10,依等級提升變化所需魔力,可以製作等級10的小刀,
char,craft_skill,造小刀,LV 11,依等級提升變化所需魔力,可以製作等級11的小刀（推估）,
char,craft_skill,造小刀,LV 12,依等級提升變化所需魔力,可以製作等級12的小刀（推估）,
char,craft_skill,造投擲武器,LV 1,依等級提升變化所需魔力,可以製作等級1的投擲武器,
char,craft_skill,造投擲武器,LV 2,依等級提升變化所需魔力,可以製作等級2的投擲武器,
char,craft_skill,造投擲武器,LV 3,依等級提升變化所需魔力,可以製作等級3的投擲武器,
char,craft_skill,造投擲武器,LV 4,依等級提升變化所需魔力,可以製作等級4的投擲武器,
char,craft_skill,造投擲武器,LV 5,依等級提升變化所需魔力,可以製作等級5的投擲武器,
char,craft_skill,造投擲武器,LV 6,依等級提升變化所需魔力,可以製作等級6的投擲武器,
char,craft_skill,造投擲武器,LV 7,依等級提升變化所需魔力,可以製作等級7的投擲武器,
char,craft_skill,造投擲武器,LV 8,依等級提升變化所需魔力,可以製作等級8的投擲武器,
char,craft_skill,造投擲武器,LV 9,依等級提升變化所需魔力,可以製作等級9的投擲武器,
char,craft_skill,造投擲武器,LV 10,依等級提升變化所需魔力,可以製作等級10的投擲武器,
char,craft_skill,造投擲武器,LV 11,依等級提升變化所需魔力,可以製作等級11的投擲武器（推估）,
char,craft_skill,造投擲武器,LV 12,依等級提升變化所需魔力,可以製作等級12的投擲武器（推估）,
char,craft_skill,造頭盔,LV 1,依等級提升變化所需魔力,可以製作等級1的頭盔,
char,craft_skill,造頭盔,LV 2,依等級提升變化所需魔力,可以製作等級2的頭盔,
char,craft_skill,造頭盔,LV 3,依等級提升變化所需魔力,可以製作等級3的頭盔,
char,craft_skill,造頭盔,LV 4,依等級提升變化所需魔力,可以製作等級4的頭盔,
char,craft_skill,造頭盔,LV 5,依等級提升變化所需魔力,可以製作等級5的頭盔,
char,craft_skill,造頭盔,LV 6,依等級提升變化所需魔力,可以製作等級6的頭盔,
char,craft_skill,造頭盔,LV 7,依等級提升變化所需魔力,可以製作等級7的頭盔,
char,craft_skill,造頭盔,LV 8,依等級提升變化所需魔力,可以製作等級8的頭盔,
char,craft_skill,造頭盔,LV 9,依等級提升變化所需魔力,可以製作等級9的頭盔,
char,craft_skill,造頭盔,LV 10,依等級提升變化所需魔力,可以製作等級10的頭盔,
char,craft_skill,造頭盔,LV 11,依等級提升變化所需魔力,可以製作等級11的頭盔（推估）,
char,craft_skill,造頭盔,LV 12,依等級提升變化所需魔力,可以製作等級12的頭盔（推估）,
char,craft_skill,造帽子,LV 1,依等級提升變化所需魔力,可以製作等級1的帽子,
char,craft_skill,造帽子,LV 2,依等級提升變化所需魔力,可以製作等級2的帽子,
char,craft_skill,造帽子,LV 3,依等級提升變化所需魔力,可以製作等級3的帽子,
char,craft_skill,造帽子,LV 4,依等級提升變化所需魔力,可以製作等級4的帽子,
char,craft_skill,造帽子,LV 5,依等級提升變化所需魔力,可以製作等級5的帽子,
char,craft_skill,造帽子,LV 6,依等級提升變化所需魔力,可以製作等級6的帽子,
char,craft_skill,造帽子,LV 7,依等級提升變化所需魔力,可以製作等級7的帽子,
char,craft_skill,造帽子,LV 8,依等級提升變化所需魔力,可以製作等級8的帽子,
char,craft_skill,造帽子,LV 9,依等級提升變化所需魔力,可以製作等級9的帽子,
char,craft_skill,造帽子,LV 10,依等級提升變化所需魔力,可以製作等級10的帽子,
char,craft_skill,造帽子,LV 11,依等級提升變化所需魔力,可以製作等級11的帽子（推估）,
char,craft_skill,造帽子,LV 12,依等級提升變化所需魔力,可以製作等級12的帽子（推估）,
char,craft_skill,造鎧甲,LV 1,依等級提升變化所需魔力,可以製作等級1的鎧甲,
char,craft_skill,造鎧甲,LV 2,依等級提升變化所需魔力,可以製作等級2的鎧甲,
char,craft_skill,造鎧甲,LV 3,依等級提升變化所需魔力,可以製作等級3的鎧甲,
char,craft_skill,造鎧甲,LV 4,依等級提升變化所需魔力,可以製作等級4的鎧甲,
char,craft_skill,造鎧甲,LV 5,依等級提升變化所需魔力,可以製作等級5的鎧甲,
char,craft_skill,造鎧甲,LV 6,依等級提升變化所需魔力,可以製作等級6的鎧甲,
char,craft_skill,造鎧甲,LV 7,依等級提升變化所需魔力,可以製作等級7的鎧甲,
char,craft_skill,造鎧甲,LV 8,依等級提升變化所需魔力,可以製作等級8的鎧甲,
char,craft_skill,造鎧甲,LV 9,依等級提升變化所需魔力,可以製作等級9的鎧甲,
char,craft_skill,造鎧甲,LV 10,依等級提升變化所需魔力,可以製作等級10的鎧甲,
char,craft_skill,造鎧甲,LV 11,依等級提升變化所需魔力,可以製作等級11的鎧甲（推估）,
char,craft_skill,造鎧甲,LV 12,依等級提升變化所需魔力,可以製作等級12的鎧甲（推估）,
char,craft_skill,製衣服,LV 1,依等級提升變化所需魔力,可以製作等級1的衣服,
char,craft_skill,製衣服,LV 2,依等級提升變化所需魔力,可以製作等級2的衣服,
char,craft_skill,製衣服,LV 3,依等級提升變化所需魔力,可以製作等級3的衣服,
char,craft_skill,製衣服,LV 4,依等級提升變化所需魔力,可以製作等級4的衣服,
char,craft_skill,製衣服,LV 5,依等級提升變化所需魔力,可以製作等級5的衣服,
char,craft_skill,製衣服,LV 6,依等級提升變化所需魔力,可以製作等級6的衣服,
char,craft_skill,製衣服,LV 7,依等級提升變化所需魔力,可以製作等級7的衣服,
char,craft_skill,製衣服,LV 8,依等級提升變化所需魔力,可以製作等級8的衣服,
char,craft_skill,製衣服,LV 9,依等級提升變化所需魔力,可以製作等級9的衣服,
char,craft_skill,製衣服,LV 10,依等級提升變化所需魔力,可以製作等級10的衣服,
char,craft_skill,製衣服,LV 11,依等級提升變化所需魔力,可以製作等級11的衣服（推估）,
char,craft_skill,製衣服,LV 12,依等級提升變化所需魔力,可以製作等級12的衣服（推估）,
char,craft_skill,造長袍,LV 1,依等級提升變化所需魔力,可以製作等級1的長袍,
char,craft_skill,造長袍,LV 2,依等級提升變化所需魔力,可以製作等級2的長袍,
char,craft_skill,造長袍,LV 3,依等級提升變化所需魔力,可以製作等級3的長袍,
char,craft_skill,造長袍,LV 4,依等級提升變化所需魔力,可以製作等級4的長袍,
char,craft_skill,造長袍,LV 5,依等級提升變化所需魔力,可以製作等級5的長袍,
char,craft_skill,造長袍,LV 6,依等級提升變化所需魔力,可以製作等級6的長袍,
char,craft_skill,造長袍,LV 7,依等級提升變化所需魔力,可以製作等級7的長袍,
char,craft_skill,造長袍,LV 8,依等級提升變化所需魔力,可以製作等級8的長袍,
char,craft_skill,造長袍,LV 9,依等級提升變化所需魔力,可以製作等級9的長袍,
char,craft_skill,造長袍,LV 10,依等級提升變化所需魔力,可以製作等級10的長袍,
char,craft_skill,造長袍,LV 11,依等級提升變化所需魔力,可以製作等級11的長袍（推估）,
char,craft_skill,造長袍,LV 12,依等級提升變化所需魔力,可以製作等級12的長袍（推估）,
char,craft_skill,造靴子,LV 1,依等級提升變化所需魔力,可以製作等級1的靴,
char,craft_skill,造靴子,LV 2,依等級提升變化所需魔力,可以製作等級2的靴,
char,craft_skill,造靴子,LV 3,依等級提升變化所需魔力,可以製作等級3的靴,
char,craft_skill,造靴子,LV 4,依等級提升變化所需魔力,可以製作等級4的靴,
char,craft_skill,造靴子,LV 5,依等級提升變化所需魔力,可以製作等級5的靴,
char,craft_skill,造靴子,LV 6,依等級提升變化所需魔力,可以製作等級6的靴,
char,craft_skill,造靴子,LV 7,依等級提升變化所需魔力,可以製作等級7的靴,
char,craft_skill,造靴子,LV 8,依等級提升變化所需魔力,可以製作等級8的靴,
char,craft_skill,造靴子,LV 9,依等級提升變化所需魔力,可以製作等級9的靴,
char,craft_skill,造靴子,LV 10,依等級提升變化所需魔力,可以製作等級10的靴,
char,craft_skill,造靴子,LV 11,依等級提升變化所需魔力,可以製作等級11的靴（推估）,
char,craft_skill,造靴子,LV 12,依等級提升變化所需魔力,可以製作等級12的靴（推估）,
char,craft_skill,造鞋子,LV 1,依等級提升變化所需魔力,可以製作等級1的鞋,
char,craft_skill,造鞋子,LV 2,依等級提升變化所需魔力,可以製作等級2的鞋,
char,craft_skill,造鞋子,LV 3,依等級提升變化所需魔力,可以製作等級3的鞋,
char,craft_skill,造鞋子,LV 4,依等級提升變化所需魔力,可以製作等級4的鞋,
char,craft_skill,造鞋子,LV 5,依等級提升變化所需魔力,可以製作等級5的鞋,
char,craft_skill,造鞋子,LV 6,依等級提升變化所需魔力,可以製作等級6的鞋,
char,craft_skill,造鞋子,LV 7,依等級提升變化所需魔力,可以製作等級7的鞋,
char,craft_skill,造鞋子,LV 8,依等級提升變化所需魔力,可以製作等級8的鞋,
char,craft_skill,造鞋子,LV 9,依等級提升變化所需魔力,可以製作等級9的鞋,
char,craft_skill,造鞋子,LV 10,依等級提升變化所需魔力,可以製作等級10的鞋,
char,craft_skill,造鞋子,LV 11,依等級提升變化所需魔力,可以製作等級11的鞋（推估）,
char,craft_skill,造鞋子,LV 12,依等級提升變化所需魔力,可以製作等級12的鞋（推估）,
char,craft_skill,造盾,LV 1,依等級提升變化所需魔力,可以製作等級1的盾,
char,craft_skill,造盾,LV 2,依等級提升變化所需魔力,可以製作等級2的盾,
char,craft_skill,造盾,LV 3,依等級提升變化所需魔力,可以製作等級3的盾,
char,craft_skill,造盾,LV 4,依等級提升變化所需魔力,可以製作等級4的盾,
char,craft_skill,造盾,LV 5,依等級提升變化所需魔力,可以製作等級5的盾,
char,craft_skill,造盾,LV 6,依等級提升變化所需魔力,可以製作等級6的盾,
char,craft_skill,造盾,LV 7,依等級提升變化所需魔力,可以製作等級7的盾,
char,craft_skill,造盾,LV 8,依等級提升變化所需魔力,可以製作等級8的盾,
char,craft_skill,造盾,LV 9,依等級提升變化所需魔力,可以製作等級9的盾,
char,craft_skill,造盾,LV 10,依等級提升變化所需魔力,可以製作等級10的盾,
char,craft_skill,造盾,LV 11,依等級提升變化所需魔力,可以製作等級11的盾（推估）,
char,craft_skill,造盾,LV 12,依等級提升變化所需魔力,可以製作等級12的盾（推估）,
char,atk_phys,裂空斬,LV 1,5 MP,提升5%的速度並揮出1道劍氣，造成攻擊力80%的傷害,
char,atk_phys,裂空斬,LV 2,10 MP,提升6%的速度並揮出1-2道劍氣，造成攻擊力80%的傷害,
char,atk_phys,裂空斬,LV 3,15 MP,提升7%的速度並揮出2道劍氣，造成攻擊力80%的傷害,
char,atk_phys,裂空斬,LV 4,20 MP,提升8%的速度並揮出2-3道劍氣，造成攻擊力80%的傷害,
char,atk_phys,裂空斬,LV 5,25 MP,提升9%的速度並揮出3道劍氣，造成攻擊力80%的傷害,
char,atk_phys,裂空斬,LV 6,30 MP,提升10%的速度並揮出3-4道劍氣，造成攻擊力80%的傷害,
char,atk_phys,裂空斬,LV 7,35 MP,提升11%的速度並揮出4道劍氣，造成攻擊力80%的傷害,
char,atk_phys,裂空斬,LV 8,40 MP,提升12%的速度並揮出4-5道劍氣，造成攻擊力80%的傷害,
char,atk_phys,裂空斬,LV 9,45 MP,提升13%的速度並揮出5道劍氣，造成攻擊力80%的傷害,
char,atk_phys,裂空斬,LV 10,50 MP,提升14%的速度並揮出5-6道劍氣，造成攻擊力80%的傷害,
char,atk_phys,裂空斬,LV 11,55 MP,提升15%的速度並揮出5-6道劍氣，造成攻擊力84%的傷害,
char,atk_phys,裂空斬,LV 12,60 MP,提升16%的速度並揮出6道劍氣，造成攻擊力88%的傷害,
char,atk_phys,飛刃亂舞,LV 1,10 MP,隨機投擲2柄飛刃攻擊目標,
char,atk_phys,飛刃亂舞,LV 2,15 MP,隨機投擲2-3柄飛刃攻擊目標,
char,atk_phys,飛刃亂舞,LV 3,20 MP,隨機投擲2-4柄飛刃攻擊目標,
char,atk_phys,飛刃亂舞,LV 4,25 MP,隨機投擲3柄飛刃攻擊目標,
char,atk_phys,飛刃亂舞,LV 5,30 MP,隨機投擲3-4柄飛刃攻擊目標,
char,atk_phys,飛刃亂舞,LV 6,35 MP,隨機投擲3-5柄飛刃攻擊目標,
char,atk_phys,飛刃亂舞,LV 7,40 MP,隨機投擲4柄飛刃攻擊目標,
char,atk_phys,飛刃亂舞,LV 8,45 MP,隨機投擲4-5柄飛刃攻擊目標,
char,atk_phys,飛刃亂舞,LV 9,50 MP,隨機投擲4-6柄飛刃攻擊目標,
char,atk_phys,飛刃亂舞,LV 10,55 MP,隨機投擲5柄飛刃攻擊目標,
