技能,適用,等級,魔力消耗,成功率倍率,作用範圍,效果,學習資訊
造鎧甲,人物,3,依等級提升變化所需魔力,,,可以製作等級3的鎧甲,
造鎧甲,人物,4,依等級提升變化所需魔力,,,可以製作等級4的鎧甲,
造鎧甲,人物,5,依等級提升變化所需魔力,,,可以製作等級5的鎧甲,
造鎧甲,人物,6,依等級提升變化所需魔力,,,可以製作等級6的鎧甲,
造鎧甲,人物,7,依等級提升變化所需魔力,,,可以製作等級7的鎧甲,
造鎧甲,人物,8,依等級提升變化所需魔力,,,可以製作等級8的鎧甲,
造鎧甲,人物,9,依等級提升變化所需魔力,,,可以製作等級9的鎧甲,
造鎧甲,人物,10,依等級提升變化所需魔力,,,可以製作等級10的鎧甲,
造鎧甲,人物,11,依等級提升變化所需魔力,,,可以製作等級11的鎧甲（推估）,
造鎧甲,人物,12,依等級提升變化所需魔力,,,可以製作等級12的鎧甲（推估）,
製衣服,人物,1,依等級提升變化所需魔力,,,可以製作等級1的衣服,
製衣服,人物,2,依等級提升變化所需魔力,,,可以製作等級2的衣服,
製衣服,人物,3,依等級提升變化所需魔力,,,可以製作等級3的衣服,
製衣服,人物,4,依等級提升變化所需魔力,,,可以製作等級4的衣服,
製衣服,人物,5,依等級提升變化所需魔力,,,可以製作等級5的衣服,
製衣服,人物,6,依等級提升變化所需魔力,,,可以製作等級6的衣服,
製衣服,人物,7,依等級提升變化所需魔力,,,可以製作等級7的衣服,
製衣服,人物,8,依等級提升變化所需魔力,,,可以製作等級8的衣服,
製衣服,人物,9,依等級提升變化所需魔力,,,可以製作等級9的衣服,
製衣服,人物,10,依等級提升變化所需魔力,,,可以製作等級10的衣服,
製衣服,人物,11,依等級提升變化所需魔力,,,可以製作等級11的衣服（推估）,
製衣服,人物,12,依等級提升變化所需魔力,,,可以製作等級12的衣服（推估）,
造長袍,人物,1,依等級提升變化所需魔力,,,可以製作等級1的長袍,
造長袍,人物,2,依等級提升變化所需魔力,,,可以製作等級2的長袍,
造長袍,人物,3,依等級提升變化所需魔力,,,可以製作等級3的長袍,
造長袍,人物,4,依等級提升變化所需魔力,,,可以製作等級4的長袍,
造長袍,人物,5,依等級提升變化所需魔力,,,可以製作等級5的長袍,
造長袍,人物,6,依等級提升變化所需魔力,,,可以製作等級6的長袍,
造長袍,人物,7,依等級提升變化所需魔力,,,可以製作等級7的長袍,
造長袍,人物,8,依等級提升變化所需魔力,,,可以製作等級8的長袍,
造長袍,人物,9,依等級提升變化所需魔力,,,可以製作等級9的長袍,
造長袍,人物,10,依等級提升變化所需魔力,,,可以製作等級10的長袍,
造長袍,人物,11,依等級提升變化所需魔力,,,可以製作等級11的長袍（推估）,
造長袍,人物,12,依等級提升變化所需魔力,,,可以製作等級12的長袍（推估）,
造靴子,人物,1,依等級提升變化所需魔力,,,可以製作等級1的靴,
造靴子,人物,2,依等級提升變化所需魔力,,,可以製作等級2的靴,
造靴子,人物,3,依等級提升變化所需魔力,,,可以製作等級3的靴,
造靴子,人物,4,依等級提升變化所需魔力,,,可以製作等級4的靴,
造靴子,人物,5,依等級提升變化所需魔力,,,可以製作等級5的靴,
造靴子,人物,6,依等級提升變化所需魔力,,,可以製作等級6的靴,
造靴子,人物,7,依等級提升變化所需魔力,,,可以製作等級7的靴,
造靴子,人物,8,依等級提升變化所需魔力,,,可以製作等級8的靴,
造靴子,人物,9,依等級提升變化所需魔力,,,可以製作等級9的靴,
造靴子,人物,10,依等級提升變化所需魔力,,,可以製作等級10的靴,
造靴子,人物,11,依等級提升變化所需魔力,,,可以製作等級11的靴（推估）,
造靴子,人物,12,依等級提升變化所需魔力,,,可以製作等級12的靴（推估）,
造鞋子,人物,1,依等級提升變化所需魔力,,,可以製作等級1的鞋,
造鞋子,人物,2,依等級提升變化所需魔力,,,可以製作等級2的鞋,
造鞋子,人物,3,依等級提升變化所需魔力,,,可以製作等級3的鞋,
造鞋子,人物,4,依等級提升變化所需魔力,,,可以製作等級4的鞋,
造鞋子,人物,5,依等級提升變化所需魔力,,,可以製作等級5的鞋,
造鞋子,人物,6,依等級提升變化所需魔力,,,可以製作等級6的鞋,
造鞋子,人物,7,依等級提升變化所需魔力,,,可以製作等級7的鞋,
造鞋子,人物,8,依等級提升變化所需魔力,,,可以製作等級8的鞋,
造鞋子,人物,9,依等級提升變化所需魔力,,,可以製作等級9的鞋,
造鞋子,人物,10,依等級提升變化所需魔力,,,可以製作等級10的鞋,
造鞋子,人物,11,依等級提升變化所需魔力,,,可以製作等級11的鞋（推估）,
造鞋子,人物,12,依等級提升變化所需魔力,,,可以製作等級12的鞋（推估）,
造盾,人物,1,依等級提升變化所需魔力,,,可以製作等級1的盾,
造盾,人物,2,依等級提升變化所需魔力,,,可以製作等級2的盾,
造盾,人物,3,依等級提升變化所需魔力,,,可以製作等級3的盾,
造盾,人物,4,依等級提升變化所需魔力,,,可以製作等級4的盾,
造盾,人物,5,依等級提升變化所需魔力,,,可以製作等級5的盾,
造盾,人物,6,依等級提升變化所需魔力,,,可以製作等級6的盾,
造盾,人物,7,依等級提升變化所需魔力,,,可以製作等級7的盾,
造盾,人物,8,依等級提升變化所需魔力,,,可以製作等級8的盾,
造盾,人物,9,依等級提升變化所需魔力,,,可以製作等級9的盾,
造盾,人物,10,依等級提升變化所需魔力,,,可以製作等級10的盾,
造盾,人物,11,依等級提升變化所需魔力,,,可以製作等級11的盾（推估）,
造盾,人物,12,依等級提升變化所需魔力,,,可以製作等級12的盾（推估）,
裂空斬,人物,1,5,,,提升5%的速度並揮出1道劍氣，造成攻擊力80%的傷害,
裂空斬,人物,2,10,,,提升6%的速度並揮出1-2道劍氣，造成攻擊力80%的傷害,
裂空斬,人物,3,15,,,提升7%的速度並揮出2道劍氣，造成攻擊力80%的傷害,
裂空斬,人物,4,20,,,提升8%的速度並揮出2-3道劍氣，造成攻擊力80%的傷害,
裂空斬,人物,5,25,,,提升9%的速度並揮出3道劍氣，造成攻擊力80%的傷害,
裂空斬,人物,6,30,,,提升10%的速度並揮出3-4道劍氣，造成攻擊力80%的傷害,
裂空斬,人物,7,35,,,提升11%的速度並揮出4道劍氣，造成攻擊力80%的傷害,
裂空斬,人物,8,40,,,提升12%的速度並揮出4-5道劍氣，造成攻擊力80%的傷害,
裂空斬,人物,9,45,,,提升13%的速度並揮出5道劍氣，造成攻擊力80%的傷害,
裂空斬,人物,10,50,,,提升14%的速度並揮出5-6道劍氣，造成攻擊力80%的傷害,
裂空斬,人物,11,55,,,提升15%的速度並揮出5-6道劍氣，造成攻擊力84%的傷害,
裂空斬,人物,12,60,,,提升16%的速度並揮出6道劍氣，造成攻擊力88%的傷害,
飛刃亂舞,人物,1,10,,,隨機投擲2柄飛刃攻擊目標,
飛刃亂舞,人物,2,15,,,隨機投擲2-3柄飛刃攻擊目標,
飛刃亂舞,人物,3,20,,,隨機投擲2-4柄飛刃攻擊目標,
飛刃亂舞,人物,4,25,,,隨機投擲3柄飛刃攻擊目標,
飛刃亂舞,人物,5,30,,,隨機投擲3-4柄飛刃攻擊目標,
飛刃亂舞,人物,6,35,,,隨機投擲3-5柄飛刃攻擊目標,
飛刃亂舞,人物,7,40,,,隨機投擲4柄飛刃攻擊目標,
飛刃亂舞,人物,8,45,,,隨機投擲4-5柄飛刃攻擊目標,
飛刃亂舞,人物,9,50,,,隨機投擲4-6柄飛刃攻擊目標,
飛刃亂舞,人物,10,55,,,隨機投擲5柄飛刃攻擊目標,
飛刃亂舞,人物,11,60,,,隨機投擲5-6柄飛刃攻擊目標,
飛刃亂舞,人物,12,65,,,隨機投擲5-7柄飛刃攻擊目標,
聖騎之譽,人物,1,5,,,守護血量低於自身的隊友,
聖騎之譽,人物,2,7,,,守護血量低於自身的隊友的時候增加5%的防御力,
聖騎之譽,人物,3,9,,,守護血量低於自身的隊友的時候增加10%的防御力,
聖騎之譽,人物,4,11,,,守護血量低於自身的隊友的時候增加15%的防御力,
聖騎之譽,人物,5,13,,,守護血量低於自身的隊友的時候增加20%的防御力,
聖騎之譽,人物,6,15,,,守護血量低於自身的隊友的時候增加25%的防御力,
聖騎之譽,人物,7,17,,,守護血量低於自身的隊友的時候增加30%的防御力,
聖騎之譽,人物,8,19,,,守護血量低於自身的隊友的時候增加35%的防御力,
聖騎之譽,人物,9,21,,,守護血量低於自身的隊友的時候增加40%的防御力,
聖騎之譽,人物,10,23,,,守護血量低於自身的隊友的時候增加45%的防御力,
聖騎之譽,人物,11,25,,,守護血量低於自身的隊友的時候增加50%的防御力,
聖騎之譽,人物,12,27,,,守護血量低於自身的隊友的時候增加55%的防御力,
隔山打牛,人物,1,10,,,以極低的傷害攻擊前排目標，後排目標將受到90%的傷害；有20%的概率混亂2回合,
隔山打牛,人物,2,15,,,以極低的傷害攻擊前排目標，後排目標將受到105%的傷害；有20%的概率混亂2回合,
隔山打牛,人物,3,20,,,以極低的傷害攻擊前排目標，後排目標將受到120%的傷害；有20%的概率混亂2回合,
隔山打牛,人物,4,25,,,以極低的傷害攻擊前排目標，後排目標將受到135%的傷害；有25%的概率混亂2回合,
隔山打牛,人物,5,30,,,以極低的傷害攻擊前排目標，後排目標將受到150%的傷害；有25%的概率混亂2回合,
隔山打牛,人物,6,35,,,以極低的傷害攻擊前排目標，後排目標將受到165%的傷害；有30%的概率混亂2回合,
隔山打牛,人物,7,40,,,以極低的傷害攻擊前排目標，後排目標將受到180%的傷害；有35%的概率混亂2回合,
隔山打牛,人物,8,45,,,以極低的傷害攻擊前排目標，後排目標將受到195%的傷害；有35%的概率混亂2回合,
隔山打牛,人物,9,50,,,以極低的傷害攻擊前排目標，後排目標將受到210%的傷害；有40%的概率混亂2回合,
隔山打牛,人物,10,55,,,以極低的傷害攻擊前排目標，後排目標將受到225%的傷害；有40%的概率混亂2回合,
隔山打牛,人物,11,60,,,以極低的傷害攻擊前排目標，後排目標將受到240%的傷害；有45%的概率混亂2回合,
隔山打牛,人物,12,65,,,以極低的傷害攻擊前排目標，後排目標將受到255%的傷害；有45%的概率混亂2回合,
魔法屏障,人物,1,20,,,持續3回合，物理與魔法減傷10%,
魔法屏障,人物,2,40,,,持續3回合，物理與魔法減傷12%,
魔法屏障,人物,3,60,,,持續3回合，物理與魔法減傷14%,
魔法屏障,人物,4,80,,,持續3回合，物理與魔法減傷16%,
魔法屏障,人物,5,100,,,持續3回合，物理與魔法減傷18%,
魔法屏障,人物,6,120,,,持續3回合，物理與魔法減傷20%,
魔法屏障,人物,7,140,,,持續3回合，物理與魔法減傷22%,
魔法屏障,人物,8,160,,,持續3回合，物理與魔法減傷24%,
魔法屏障,人物,9,180,,,持續3回合，物理與魔法減傷26%,
魔法屏障,人物,10,200,,,持續3回合，物理與魔法減傷28%,
魔法屏障,人物,11,220,,,持續3回合，物理與魔法減傷30%,
魔法屏障,人物,12,240,,,持續3回合，物理與魔法減傷32%,
混亂衝擊波,人物,1,15,,,造成傷害，並有5%的概率使目標進入混亂狀態2回合,
混亂衝擊波,人物,2,30,,,造成傷害，並有6%的概率使目標進入混亂狀態2回合,
混亂衝擊波,人物,3,45,,,造成傷害，並有7%的概率使目標進入混亂狀態2回合,
混亂衝擊波,人物,4,60,,,造成傷害，並有8%的概率使目標進入混亂狀態2回合,
混亂衝擊波,人物,5,75,,,造成傷害，並有9%的概率使目標進入混亂狀態2回合,
混亂衝擊波,人物,6,90,,,造成傷害，並有10%的概率使目標進入混亂狀態2回合,
混亂衝擊波,人物,7,105,,,造成傷害，並有11%的概率使目標進入混亂狀態2回合,
混亂衝擊波,人物,8,120,,,造成傷害，並有12%的概率使目標進入混亂狀態2回合,
混亂衝擊波,人物,9,135,,,造成傷害，並有13%的概率使目標進入混亂狀態2回合,
混亂衝擊波,人物,10,135,,,造成傷害，並有14%的概率使目標進入混亂狀態2回合,
混亂衝擊波,人物,11,150,,,造成傷害，並有15%的概率使目標進入混亂狀態2回合,
混亂衝擊波,人物,12,165,,,造成傷害，並有16%的概率使目標進入混亂狀態2回合,
潛龍殺,人物,1,10,,,降低速度，傷害為普攻的105%，必殺提升2,
潛龍殺,人物,2,15,,,降低速度，傷害為普攻的110%，必殺提升4,
潛龍殺,人物,3,20,,,降低速度，傷害為普攻的120%，必殺提升6,
潛龍殺,人物,4,25,,,降低速度，傷害為普攻的130%，必殺提升8,
潛龍殺,人物,5,30,,,降低速度，傷害為普攻的140%，必殺提升10,
潛龍殺,人物,6,35,,,降低速度，傷害為普攻的150%，必殺提升12,
潛龍殺,人物,7,40,,,降低速度，傷害為普攻的160%，必殺提升14,
潛龍殺,人物,8,45,,,降低速度，傷害為普攻的170%，必殺提升16,
潛龍殺,人物,9,50,,,降低速度，傷害為普攻的180%，必殺提升18,
潛龍殺,人物,10,55,,,降低速度，傷害為普攻的190%，必殺提升20,
潛龍殺,人物,11,60,,,降低速度，傷害為普攻的195%，必殺提升22,
潛龍殺,人物,12,65,,,降低速度，傷害為普攻的200%，必殺提升24,
必殺狙擊,人物,1,10,,,降低速度，傷害為普攻的110%，必殺提升2,
必殺狙擊,人物,2,18,,,降低速度，傷害為普攻的116%，必殺提升6,
必殺狙擊,人物,3,26,,,降低速度，傷害為普攻的122%，必殺提升10,
必殺狙擊,人物,4,34,,,降低速度，傷害為普攻的128%，必殺提升14,
必殺狙擊,人物,5,42,,,降低速度，傷害為普攻的134%，必殺提升18,
必殺狙擊,人物,6,50,,,降低速度，傷害為普攻的140%，必殺提升22,
必殺狙擊,人物,7,58,,,降低速度，傷害為普攻的146%，必殺提升26,
必殺狙擊,人物,8,66,,,降低速度，傷害為普攻的152%，必殺提升30,
必殺狙擊,人物,9,74,,,降低速度，傷害為普攻的158%，必殺提升34,
必殺狙擊,人物,10,82,,,降低速度，傷害為普攻的164%，必殺提升38,
必殺狙擊,人物,11,90,,,降低速度，傷害為普攻的170%，必殺提升42,
必殺狙擊,人物,12,98,,,降低速度，傷害為普攻的176%，必殺提升46,
突襲之舞,人物,1,10,,,提高20%的速度並造成攻擊力90%的傷害,
突襲之舞,人物,2,15,,,提高40%的速度並造成攻擊力96%的傷害,
突襲之舞,人物,3,20,,,提高60%的速度並造成攻擊力102%的傷害,
突襲之舞,人物,4,25,,,提高80%的速度並造成攻擊力108%的傷害,
突襲之舞,人物,5,30,,,提高100%的速度並造成攻擊力114%的傷害,
突襲之舞,人物,6,35,,,提高120%的速度並造成攻擊力120%的傷害,
突襲之舞,人物,7,40,,,提高140%的速度並造成攻擊力126%的傷害,
突襲之舞,人物,8,45,,,提高160%的速度並造成攻擊力132%的傷害,
突襲之舞,人物,9,50,,,提高180%的速度並造成攻擊力138%的傷害,
突襲之舞,人物,10,55,,,提高200%的速度並造成攻擊力144%的傷害,
突襲之舞,人物,11,60,,,提高240%的速度並造成攻擊力147%的傷害,
突襲之舞,人物,12,65,,,提高260%的速度並造成攻擊力150%的傷害,
劇毒攻,人物,1,10,,,攻擊力下降30%，持續2回行動數的中毒狀態，成功率30%,
劇毒攻,人物,2,15,,,攻擊力下降40%，持續2回行動數的中毒狀態，成功率40%,
劇毒攻,人物,3,20,,,攻擊力下降50%，持續2回行動數的中毒狀態，成功率50%,
劇毒攻,人物,4,25,,,攻擊力下降40%，持續3回行動數的中毒狀態，成功率30%,
劇毒攻,人物,5,30,,,攻擊力下降50%，持續3回行動數的中毒狀態，成功率40%,
劇毒攻,人物,6,35,,,攻擊力下降60%，持續3回行動數的中毒狀態，成功率50%,
劇毒攻,人物,7,40,,,攻擊力下降50%，持續4回行動數的中毒狀態，成功率30%,
劇毒攻,人物,8,45,,,攻擊力下降60%，持續4回行動數的中毒狀態，成功率40%,
劇毒攻,人物,9,50,,,攻擊力下降70%，持續4回行動數的中毒狀態，成功率50%,
劇毒攻,人物,10,55,,,攻擊力下降60%，持續5回行動數的中毒狀態，成功率30%,
劇毒攻,人物,11,60,,,攻擊力下降70%，持續5回行動數的中毒狀態，成功率40%,
劇毒攻,人物,12,65,,,攻擊力下降80%，持續5回行動數的中毒狀態，成功率50%,
燕斬,人物,1,10,,,造成70%的傷害，必殺提升20,
燕斬,人物,2,15,,,造成80%的傷害，必殺提升21,
燕斬,人物,3,20,,,造成90%的傷害，必殺提升22,
燕斬,人物,4,25,,,造成100%的傷害，必殺提升23,
燕斬,人物,5,30,,,造成110%的傷害，必殺提升24,
燕斬,人物,6,35,,,造成120%的傷害，必殺提升25,
燕斬,人物,7,40,,,造成130%的傷害，必殺提升26,
燕斬,人物,8,45,,,造成140%的傷害，必殺提升27,
燕斬,人物,9,50,,,造成150%的傷害，必殺提升28,
燕斬,人物,10,55,,,造成160%的傷害，必殺提升29,
燕斬,人物,11,60,,,造成170%的傷害，必殺提升30,
燕斬,人物,12,65,,,造成180%的傷害，必殺提升31,
鋒上魂,人物,1,12,,,提升21點必殺並對全體目標造成24%的傷害,
鋒上魂,人物,2,24,,,提升22點必殺並對全體目標造成27%的傷害,
鋒上魂,人物,3,36,,,提升23點必殺並對全體目標造成30%的傷害,
鋒上魂,人物,4,48,,,提升24點必殺並對全體目標造成33%的傷害,
鋒上魂,人物,5,60,,,提升25點必殺並對全體目標造成36%的傷害,
鋒上魂,人物,6,72,,,提升26點必殺並對全體目標造成39%的傷害,
鋒上魂,人物,7,84,,,提升27點必殺並對全體目標造成42%的傷害,
鋒上魂,人物,8,96,,,提升28點必殺並對全體目標造成45%的傷害,
鋒上魂,人物,9,108,,,提升29點必殺並對全體目標造成48%的傷害,
鋒上魂,人物,10,120,,,提升30點必殺並對全體目標造成51%的傷害,
鋒上魂,人物,11,,,,未開放,
鋒上魂,人物,12,,,,未開放,
嘲諷,人物,1,30,,,造成10%傷害的同時強制目標下一次行動攻擊自己,
嘲諷,人物,2,33,,,造成15%傷害的同時強制目標下一次行動攻擊自己,
嘲諷,人物,3,36,,,造成20%傷害的同時強制目標下一次行動攻擊自己,
嘲諷,人物,4,39,,,造成25%傷害的同時強制目標下一次行動攻擊自己,
嘲諷,人物,5,42,,,造成30%傷害的同時強制目標下一次行動攻擊自己,
嘲諷,人物,6,45,,,造成35%傷害的同時強制目標下一次行動攻擊自己,
嘲諷,人物,7,48,,,造成40%傷害的同時強制目標下一次行動攻擊自己,
嘲諷,人物,8,51,,,造成45%傷害的同時強制目標下一次行動攻擊自己,
嘲諷,人物,9,54,,,造成50%傷害的同時強制目標下一次行動攻擊自己,
嘲諷,人物,10,57,,,造成55%傷害的同時強制目標下一次行動攻擊自己,
嘲諷,人物,11,60,,,造成60%傷害的同時強制目標下一次行動攻擊自己,
嘲諷,人物,12,63,,,造成65%傷害的同時強制目標下一次行動攻擊自己,
鬥志昂揚魔法,人物,1,20,,,全隊獲得傷害增加5%的狀態，並且命中增加10，持續3回合,
鬥志昂揚魔法,人物,2,40,,,全隊獲得傷害增加6%的狀態，並且命中增加11，持續3回合,
鬥志昂揚魔法,人物,3,60,,,全隊獲得傷害增加7%的狀態，並且命中增加12，持續3回合,
鬥志昂揚魔法,人物,4,80,,,全隊獲得傷害增加8%的狀態，並且命中增加13，持續3回合,
鬥志昂揚魔法,人物,5,100,,,全隊獲得傷害增加9%的狀態，並且命中增加14，持續3回合,
鬥志昂揚魔法,人物,6,120,,,全隊獲得傷害增加10%的狀態，並且命中增加15，持續3回合,
鬥志昂揚魔法,人物,7,140,,,全隊獲得傷害增加11%的狀態，並且命中增加16，持續3回合,
鬥志昂揚魔法,人物,8,160,,,全隊獲得傷害增加12%的狀態，並且命中增加17，持續3回合,
鬥志昂揚魔法,人物,9,180,,,全隊獲得傷害增加13%的狀態，並且命中增加18，持續3回合,
鬥志昂揚魔法,人物,10,200,,,全隊獲得傷害增加14%的狀態，並且命中增加19，持續3回合,
心眼,人物,1,0,,,"使用必殺狙擊時命中+1,傷害增加5%",
心眼,人物,2,0,,,"使用必殺狙擊時命中+3,傷害增加7.5%",
心眼,人物,3,0,,,"使用必殺狙擊時命中+5,傷害增加10%",
心眼,人物,4,0,,,"使用必殺狙擊時命中+7,傷害增加12.5%",
心眼,人物,5,0,,,"使用必殺狙擊時命中+9,傷害增加15%",
心眼,人物,6,0,,,"使用必殺狙擊時命中+11,傷害增加18%",
心眼,人物,7,0,,,"使用必殺狙擊時命中+13,傷害增加21%",
心眼,人物,8,0,,,"使用必殺狙擊時命中+15,傷害增加24%",
心眼,人物,9,0,,,"使用必殺狙擊時命中+17,傷害增加27%",
心眼,人物,10,0,,,"使用必殺狙擊時命中+19,傷害增加30%",
月讀,人物,1,20,,,複製指定隊友的空身能力1次行動,
月讀,人物,2,36,,,複製指定隊友的空身能力2次行動,
月讀,人物,3,52,,,複製指定隊友的空身能力3次行動,
月讀,人物,4,68,,,複製指定隊友的空身能力4次行動,
月讀,人物,5,84,,,複製指定隊友的空身能力5次行動,
月讀,人物,6,100,,,複製指定隊友的空身能力6次行動,
月讀,人物,7,116,,,複製指定隊友的空身能力7次行動,
月讀,人物,8,132,,,複製指定隊友的空身能力8次行動,
月讀,人物,9,148,,,複製指定隊友的空身能力9次行動,
月讀,人物,10,164,,,複製指定隊友的空身能力10次行動,
月讀,人物,11,180,,,複製指定隊友的空身能力11次行動,
月讀,人物,12,196,,,複製指定隊友的空身能力12次行動,
砂之鎧,人物,1,20,,,單體防禦力上升120%，2回合,
砂之鎧,人物,2,40,,,單體防禦力上升118%，3回合,
砂之鎧,人物,3,60,,,單體防禦力上升115%，4回合,
砂之鎧,人物,4,80,,,T型防禦力上升120%，2回合,
砂之鎧,人物,5,110,,,T型防禦力上升118%，3回合,
砂之鎧,人物,6,140,,,T型防禦力上升114%，4回合,
砂之鎧,人物,7,170,,,全體防禦力上升120%，2回合,
砂之鎧,人物,8,210,,,全體防禦力上升118%，3回合,
砂之鎧,人物,9,250,,,全體防禦力上升114%，4回合,
砂之鎧,人物,10,290,,,全體防禦力上升120%，4回合,
砂之鎧,人物,11,330,,,全體防禦力上升125%，3回合,
砂之鎧,人物,12,370,,,全體防禦力上升123%，5回合,
一擊必中,人物,1,5,成功率/倍率 35%,目標對象,發揮 一擊必中 第 1 階級專屬效果,
一擊必中,人物,2,10,成功率/倍率 40%,目標對象,發揮 一擊必中 第 2 階級專屬效果,
一擊必中,人物,3,15,成功率/倍率 45%,目標對象,發揮 一擊必中 第 3 階級專屬效果,
一擊必中,人物,4,20,成功率/倍率 50%,目標對象,發揮 一擊必中 第 4 階級專屬效果,
一擊必中,人物,5,25,成功率/倍率 55%,目標對象,發揮 一擊必中 第 5 階級專屬效果,
一擊必中,人物,6,30,成功率/倍率 60%,目標對象,發揮 一擊必中 第 6 階級專屬效果,
一擊必中,人物,7,35,成功率/倍率 65%,目標對象,發揮 一擊必中 第 7 階級專屬效果,
一擊必中,人物,8,40,成功率/倍率 70%,目標對象,發揮 一擊必中 第 8 階級專屬效果,
一擊必中,人物,9,45,成功率/倍率 75%,目標對象,發揮 一擊必中 第 9 階級專屬效果,
一擊必中,人物,10,50,成功率/倍率 80%,目標對象,發揮 一擊必中 第 10 階級專屬效果,
一擊必中,人物,11,55,成功率/倍率 85%,目標對象,發揮 一擊必中 第 11 階級專屬效果 (LV11 線性推估),
一擊必中,人物,12,60,成功率/倍率 90%,目標對象,發揮 一擊必中 第 12 階級專屬效果 (LV12 線性推估),
一石二鳥,人物,1,5,成功率/倍率 35%,目標對象,發揮 一石二鳥 第 1 階級專屬效果,
一石二鳥,人物,2,10,成功率/倍率 40%,目標對象,發揮 一石二鳥 第 2 階級專屬效果,
一石二鳥,人物,3,15,成功率/倍率 45%,目標對象,發揮 一石二鳥 第 3 階級專屬效果,
一石二鳥,人物,4,20,成功率/倍率 50%,目標對象,發揮 一石二鳥 第 4 階級專屬效果,
一石二鳥,人物,5,25,成功率/倍率 55%,目標對象,發揮 一石二鳥 第 5 階級專屬效果,
一石二鳥,人物,6,30,成功率/倍率 60%,目標對象,發揮 一石二鳥 第 6 階級專屬效果,
一石二鳥,人物,7,35,成功率/倍率 65%,目標對象,發揮 一石二鳥 第 7 階級專屬效果,
一石二鳥,人物,8,40,成功率/倍率 70%,目標對象,發揮 一石二鳥 第 8 階級專屬效果,
一石二鳥,人物,9,45,成功率/倍率 75%,目標對象,發揮 一石二鳥 第 9 階級專屬效果,
一石二鳥,人物,10,50,成功率/倍率 80%,目標對象,發揮 一石二鳥 第 10 階級專屬效果,
一石二鳥,人物,11,55,成功率/倍率 85%,目標對象,發揮 一石二鳥 第 11 階級專屬效果 (LV11 線性推估),
一石二鳥,人物,12,60,成功率/倍率 90%,目標對象,發揮 一石二鳥 第 12 階級專屬效果 (LV12 線性推估),
偷竊,人物,1,5,成功率/倍率 35%,目標對象,發揮 偷竊 第 1 階級專屬效果,
偷竊,人物,2,10,成功率/倍率 40%,目標對象,發揮 偷竊 第 2 階級專屬效果,
偷竊,人物,3,15,成功率/倍率 45%,目標對象,發揮 偷竊 第 3 階級專屬效果,
偷竊,人物,4,20,成功率/倍率 50%,目標對象,發揮 偷竊 第 4 階級專屬效果,
偷竊,人物,5,25,成功率/倍率 55%,目標對象,發揮 偷竊 第 5 階級專屬效果,
偷竊,人物,6,30,成功率/倍率 60%,目標對象,發揮 偷竊 第 6 階級專屬效果,
偷竊,人物,7,35,成功率/倍率 65%,目標對象,發揮 偷竊 第 7 階級專屬效果,
偷竊,人物,8,40,成功率/倍率 70%,目標對象,發揮 偷竊 第 8 階級專屬效果,
偷竊,人物,9,45,成功率/倍率 75%,目標對象,發揮 偷竊 第 9 階級專屬效果,
偷竊,人物,10,50,成功率/倍率 80%,目標對象,發揮 偷竊 第 10 階級專屬效果,
偷竊,人物,11,55,成功率/倍率 85%,目標對象,發揮 偷竊 第 11 階級專屬效果 (LV11 線性推估),
偷竊,人物,12,60,成功率/倍率 90%,目標對象,發揮 偷竊 第 12 階級專屬效果 (LV12 線性推估),
啪啦啪啦舞,人物,1,5,成功率/倍率 35%,目標對象,發揮 啪啦啪啦舞 第 1 階級專屬效果,
啪啦啪啦舞,人物,2,10,成功率/倍率 40%,目標對象,發揮 啪啦啪啦舞 第 2 階級專屬效果,
啪啦啪啦舞,人物,3,15,成功率/倍率 45%,目標對象,發揮 啪啦啪啦舞 第 3 階級專屬效果,
啪啦啪啦舞,人物,4,20,成功率/倍率 50%,目標對象,發揮 啪啦啪啦舞 第 4 階級專屬效果,
啪啦啪啦舞,人物,5,25,成功率/倍率 55%,目標對象,發揮 啪啦啪啦舞 第 5 階級專屬效果,
啪啦啪啦舞,人物,6,30,成功率/倍率 60%,目標對象,發揮 啪啦啪啦舞 第 6 階級專屬效果,
啪啦啪啦舞,人物,7,35,成功率/倍率 65%,目標對象,發揮 啪啦啪啦舞 第 7 階級專屬效果,
啪啦啪啦舞,人物,8,40,成功率/倍率 70%,目標對象,發揮 啪啦啪啦舞 第 8 階級專屬效果,
啪啦啪啦舞,人物,9,45,成功率/倍率 75%,目標對象,發揮 啪啦啪啦舞 第 9 階級專屬效果,
啪啦啪啦舞,人物,10,50,成功率/倍率 80%,目標對象,發揮 啪啦啪啦舞 第 10 階級專屬效果,
啪啦啪啦舞,人物,11,55,成功率/倍率 85%,目標對象,發揮 啪啦啪啦舞 第 11 階級專屬效果 (LV11 線性推估),
啪啦啪啦舞,人物,12,60,成功率/倍率 90%,目標對象,發揮 啪啦啪啦舞 第 12 階級專屬效果 (LV12 線性推估),
戒驕戒躁,人物,1,5,成功率/倍率 35%,目標對象,發揮 戒驕戒躁 第 1 階級專屬效果,
戒驕戒躁,人物,2,10,成功率/倍率 40%,目標對象,發揮 戒驕戒躁 第 2 階級專屬效果,
戒驕戒躁,人物,3,15,成功率/倍率 45%,目標對象,發揮 戒驕戒躁 第 3 階級專屬效果,
戒驕戒躁,人物,4,20,成功率/倍率 50%,目標對象,發揮 戒驕戒躁 第 4 階級專屬效果,
