日期,類別,重點標記,開放內容說明,公告,解析寵物數,公告連結
2023-02-03,地圖／任務,,,關於調整任務賽積分獎勵的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9054.html)
2023-02-02,地圖／任務,,,勇奪任務小達人 赤鳳陪伴共團圓,6,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9044.html)
2023-02-02,寵物／秘寶,,,歡樂享不停 好寵與你度佳節,3,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9034.html)
2023-02-02,寵物／秘寶,,,兄弟羈絆 一念仙魔,8,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9024.html)
2023-02-01,活動／營運,,,2月2日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9004.html)
2023-01-19,節慶／活動,,,關於新春活動更新問題公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8994.html)
2023-01-18,節慶／活動,,,新春招財齊拜年,13,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html)
2023-01-18,活動／營運,,,1月19日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8974.html)
2023-01-11,活動／營運,,,1月12日不停機維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8954.html)
2023-01-05,寵物／秘寶,,,勇者派好物 月靈伴你迎新年,5,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8944.html)
2023-01-04,活動／營運,,,1月5日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8934.html)
2023-01-01,活動／營運,,,關於大頭露比頭飾異常的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8924.html)
2022-12-31,寵物／秘寶,,,新生露比賀新年 火力全開齊冒險,13,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
2022-12-31,活動／營運,,,關於冰靴精靈能力異常公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8904.html)
2022-12-28,活動／營運,,,1月1日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8894.html)
2022-12-23,活動／營運,,,12月23日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8874.html)
2022-12-22,活動／營運,,,12月22日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8864.html)
2022-12-21,節慶／活動,,,聖誕第二彈 聖誕王子,11,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8854.html)
2022-12-21,活動／營運,限時任務,開放限時任務：聖誕活動（二）,12月22日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8844.html)
2022-12-14,活動／營運,,,12月15日不維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8834.html)
2022-12-12,寵物／秘寶,,,邪魅的暗夜旅團 咒殺型改造人,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8824.html)
2022-12-08,節慶／活動,,,聖誕第一彈 精靈花環大聚會,4,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8814.html)
2022-12-07,活動／營運,限時任務,開放限時任務：聖誕活動（一）,12月8日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8804.html)
2022-12-01,活動／營運,,,關於魔力盲盒（十）的概率公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8794.html)
2022-11-30,活動／營運,,,12月1日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8784.html)
2022-11-24,活動／營運,,,11月25日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8774.html)
2022-11-24,寵物／秘寶,,,感恩巡迴禮 仙靈降賜福,5,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8764.html)
2022-11-23,活動／營運,限時任務,開放限時任務：感恩節活動,11月24日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8754.html)
2022-11-16,活動／營運,,,11月17日不維護停機公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8744.html)
2022-11-11,寵物／秘寶,,,至暗君王 撒旦降臨,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8714.html)
2022-11-10,地圖／任務,,,相遇天空元素使 決戰落神峰,1,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8704.html)
2022-11-09,活動／營運,新任務,開放傳說之劍任務：洛亞花園,11月10日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8694.html)
2022-11-03,寵物／秘寶,,,關於11月商城新品的公告,5,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8684.html)
2022-11-02,活動／營運,,,11月3日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8674.html)
2022-11-01,賽事,,,關於精靈王國資料片與PVP賽事的最新資訊,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8664.html)
2022-10-31,活動／營運,,,11月商城新品上線公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8654.html)
2022-10-28,節慶／活動,,,回歸迎新活動兌換頁面延長公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8644.html)
2022-10-28,活動／營運,,,關於商城冒險者禮包鑰匙延長下架時間的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8634.html)
2022-10-27,活動／營運,,,10月27日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8624.html)
2022-10-27,節慶／活動,,,萬聖驚魂夜 百鬼會假面,7,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8614.html)
2022-10-26,活動／營運,限時任務、新任務,開放限時任務：萬聖節晚會；開放任務：斷空學院；開放任務：師姐的回憶,10月27日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8604.html)
2022-10-19,活動／營運,,,10月20日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8574.html)
2022-10-14,活動／營運,,,關於使用物品後攻擊異常的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8514.html)
2022-10-13,活動／營運,,,10月14日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8494.html)
2022-10-13,地圖／任務,,,《魔力寶貝：永恆初心》精靈大陸活動第二彈,12,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8484.html)
2022-10-12,活動／營運,新任務,開放傳說之劍任務：真視之境；開放傳說之劍任務：狩獵女神；開放任務：競技場修行,10月13日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8474.html)
2022-10-09,寵物／秘寶,,,詛咒一族 赤紅與金黃的騎士,4,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8464.html)
2022-10-05,活動／營運,地圖預告,預告 10月13日 開放：精靈城,10月6日不停機維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8434.html)
2022-09-30,地圖／任務,,,關於調整本次任務的補償公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8424.html)
2022-09-30,活動／營運,,,9月30日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8414.html)
2022-09-29,活動／營運,,,9月29日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8404.html)
2022-09-29,節慶／活動,,,「10月回歸迎新活動」,1,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8374.html)
2022-09-29,地圖／任務,,,《魔力寶貝：永恆初心》慶祝勇者踏足精靈大陸 好禮活動盛大開放,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8364.html)
2022-09-28,活動／營運,新任務,開放傳說之劍任務：沉睡之役,9月29日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8344.html)
2022-09-21,活動／營運,地圖預告,預告 9月29日 開放：精靈王國,9月22日不停機維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8334.html)
2022-09-14,寵物／秘寶,,,殺戮魔劍現世 探尋精靈之謎,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8314.html)
2022-09-14,活動／營運,新任務,開放傳說之劍前置任務：精靈之謎,9月15日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8304.html)
2022-09-09,寵物／秘寶,,,再遇失翼之龍 神龍杜瓦的呼喚,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8294.html)
2022-09-08,活動／營運,,,關於添加寶石製作裝備出現異常修復公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8284.html)
2022-09-07,活動／營運,,,9月8日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8274.html)
2022-09-01,活動／營運,,,關於魔力器靈盲盒（九）的概率公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8273.html)
2022-09-01,活動／營運,,,關於更新後出現閃退的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8263.html)
2022-08-31,地圖／任務,,,廣寒宮大危機 降服暴走仙兔,8,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8253.html)
2022-08-31,活動／營運,限時任務,開放限時中秋任務：廣寒宮危機,9月1日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8243.html)
2022-08-24,活動／營運,,,8月25日不停機維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8213.html)
2022-08-18,寵物／秘寶,,,太陽風暴肆虐 冰與火的抉擇,3,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8203.html)
2022-08-17,活動／營運,限時任務,開放限時任務：冰與火的抉擇,8月18日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8193.html)
2022-08-12,寵物／秘寶,,,冥界幽靈鬧法蘭 中元祭掃願君安,8,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8073.html)
2022-08-10,活動／營運,,,8月11日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8053.html)
2022-08-05,寵物／秘寶,,,酒之殿堂的戰神 寒冰牛魔王震撼登場,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8033.html)
2022-08-04,活動／營運,,,8月4日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8023.html)
2022-08-03,節慶／活動,,,七夕的結晶 相遇布卡小精靈,6,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8013.html)
2022-08-03,活動／營運,限時任務,開放七夕限時任務：七夕精靈,8月4日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8003.html)
2022-08-01,寵物／秘寶,,,關於魔力盲盒（八）可獲得的寵物能力公告,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7993.html)
2022-07-27,活動／營運,,,7月28日停機公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7983.html)
2022-07-21,節慶／活動,,,《魔力寶貝：永恆初心》21週年慶最終彈,3,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7973.html)
2022-07-21,活動／營運,限時任務,開放21週年限時任務：純白的連破戰,7月21日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7963.html)
2022-07-20,活動／營運,,,7月21日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7953.html)
2022-07-13,活動／營運,,,7月14日不停機公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7943.html)
2022-07-08,地圖／任務,,,21週年慶典寵物島任務賽排名獎勵說明,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7923.html)
2022-07-07,節慶／活動,,,《魔力寶貝：永恆初心》21週年慶第一彈,5,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7913.html)
2022-07-06,活動／營運,限時任務,開放21週年限時任務：寵物島狂歡,7月7日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7903.html)
2022-07-01,地圖／任務,,,關於限時任務暴走的魔鴨一族部分調整的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7883.html)
2022-06-30,寵物／秘寶,,,糧倉大危機 智鬥魔鴨一族,6,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7863.html)
2022-06-29,活動／營運,,,6月30日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7853.html)
2022-06-22,活動／營運,,,6月23日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7843.html)
2022-06-17,地圖／任務,,,關於野獸道場獲取水晶幣異常的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7833.html)
2022-06-16,地圖／任務,,,野獸道場 速度與激情的歷練,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7823.html)
2022-06-15,活動／營運,,,6月16日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7813.html)
2022-06-08,活動／營運,,,6月9日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7803.html)
2022-06-03,活動／營運,,,6月3日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7773.html)
2022-06-02,活動／營運,,,關於本次副本怪物異常的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7763.html)
2022-06-02,寵物／秘寶,,,鬼魅無頭 沙海將軍來襲,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7753.html)
2022-06-02,節慶／活動,,,超越變異! 端午再戰進化龍祖!,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7743.html)
2022-06-01,活動／營運,,,6月2日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7733.html)
2022-05-26,節慶／活動,,,最終決戰！李貝留斯的逆襲！ 《魔力寶貝：永恆初心》一週年慶典活動最終彈！,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7703.html)
2022-05-25,活動／營運,,,5月26日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7693.html)
2022-05-19,節慶／活動,,,週年慶祝福禮包領取方式,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7653.html)
2022-05-19,節慶／活動,,,破除各地結界 迎戰邪神降臨！ 《魔力寶貝：永恆初心》一週年慶典活動第三彈！,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7643.html)
2022-05-18,活動／營運,,,5月19日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7633.html)
2022-05-13,活動／營運,,,5月13日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7613.html)
2022-05-12,活動／營運,,,5月12日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7603.html)
2022-05-11,節慶／活動,,,穿越遠古戰場 重鑄不朽神器！ 《魔力寶貝：永恆初心》一週年慶典活動第二彈！,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7583.html)
2022-05-11,活動／營運,,,5月12日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7573.html)
2022-05-06,活動／營運,,,5月6日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7523.html)
2022-05-05,節慶／活動,,,回歸迎新活動問題修復公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7513.html)
2022-05-05,活動／營運,,,儲值福利回饋活動,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7503.html)
2022-05-05,節慶／活動,,,共赴週年慶典 並肩決戰逆神！ 《魔力寶貝：永恆初心》一週年慶典活動盛大開啟,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7493.html)
2022-05-05,寵物／秘寶,,,「5月5日聖龍寶盒」,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7483.html)
2022-05-05,寵物／秘寶,,,「逆神再臨」,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7473.html)
2022-05-05,節慶／活動,,,「回歸迎新活動」,16,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html)
2022-05-04,活動／營運,,,5月5日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7453.html)
2022-05-01,活動／營運,,,5月1日商城新品上架公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7443.html)
2022-04-28,節慶／活動,,,《魔力寶貝：永恆初心》初心網絡X大宇資訊1週年慶典預告！,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7433.html)
2022-04-27,活動／營運,,,4月28日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7423.html)
2022-04-21,寵物／秘寶,,,詛咒的不祥之地 鎮壓深淵魔王,4,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7413.html)
2022-04-20,活動／營運,,,4月21日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7403.html)
2022-04-16,寵物／秘寶,,,寵物研究所開放公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7343.html)
2022-04-14,活動／營運,,,延長維護時間公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7333.html)
2022-04-14,活動／營運,,,延長維護時間公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7323.html)
2022-04-13,活動／營運,,,4月14日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7313.html)
2022-04-07,寵物／秘寶,,,拯救盜賊團 封印滅世魔刃,5,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7303.html)
2022-04-06,活動／營運,,,4月7日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7293.html)
2022-04-02,寵物／秘寶,,,祭奠心美 忍王梅茲參見,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7283.html)
2022-03-30,活動／營運,,,3月31日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7273.html)
2022-03-25,活動／營運,,,合服公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7263.html)
2022-03-24,活動／營運,,,3月25日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7253.html)
2022-03-24,地圖／任務,,,寵物裝備競技場PK時消耗耐久及任務賽排名優化公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7243.html)
2022-03-24,活動／營運,,,3月24日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7233.html)
2022-03-24,地圖／任務,,,幽靈道場 速度與技巧的挑戰,6,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7223.html)
2022-03-23,活動／營運,限時任務,開放限時任務：幽靈道場試煉,3月24日停機公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7213.html)
2022-03-16,活動／營運,,,3月17日不停機公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7203.html)
2022-03-15,活動／營運,,,3月16日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7193.html)
2022-03-10,活動／營運,,,3月11日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7183.html)
2022-03-10,寵物／秘寶,,,物資大派送 寵物裝備爭奪賽,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7173.html)
2022-03-10,寵物／秘寶,,,一把斧頭現，千軍萬馬來相見,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7163.html)
2022-03-09,活動／營運,,,3月10日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7153.html)
2022-03-04,職業／系統,,,非戰鬥系S階裝備與技能上限公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7143.html)
2022-03-04,職業／系統,,,戰鬥系S階裝備與技能上限公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7133.html)
2022-03-03,寵物／秘寶,,,點燃它的怒火 召喚煉獄牛頭怪！,3,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7123.html)
2022-03-02,活動／營運,,,3月3日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7113.html)
2022-02-27,活動／營運,,,3月1日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7103.html)
2022-02-23,寵物／秘寶,,,晉升S階，邂逅天馬群,7,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7083.html)
2022-02-23,活動／營運,,,2月24日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7073.html)
2022-02-16,活動／營運,,,2月17日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7043.html)
2022-02-10,節慶／活動,,,情人節不孤單 與她共度元宵節,9,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7023.html)
2022-02-09,活動／營運,,,2月10日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7013.html)
2022-02-03,活動／營運,,,本週將不停機維護的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7003.html)
2022-01-29,活動／營運,,,伺服器分流無法登入問題,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6983.html)
2022-01-29,節慶／活動,,,關於勇者回歸活動的問題,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6973.html)
2022-01-28,寵物／秘寶,,,一生的羈絆 打虎兄弟來拜年,4,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6963.html)
2022-01-27,活動／營運,,,1月27日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6953.html)
2022-01-27,節慶／活動,,,勇者回歸活動,12,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html)
2022-01-26,寵物／秘寶,,,萌虎賀新年 年貨送萬家,6,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6933.html)
2022-01-26,活動／營運,限時任務,開放限時任務：虎靈山救援,1月27日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6923.html)
2022-01-19,活動／營運,,,1月20日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6913.html)
2022-01-13,寵物／秘寶,,,光與闇的花火 大戰深淵小丑魚,6,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6833.html)
2022-01-12,活動／營運,新任務,開放海底世界任務：影子刺客,1月13日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6823.html)
2022-01-05,活動／營運,,,1月6日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6713.html)
2021-12-30,活動／營運,,,12月31日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6683.html)
2021-12-30,活動／營運,,,12月30日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6663.html)
2021-12-30,節慶／活動,,,關於聖誕火焰鼠能力問題的公告,1,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6653.html)
2021-12-30,節慶／活動,,,聖誕活動第二彈 聖誕鼠王的求助,5,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6643.html)
2021-12-29,活動／營運,限時任務,開放限時任務：聖誕鼠王的求助,12月30日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6633.html)
2021-12-23,活動／營運,,,12月23日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6623.html)
2021-12-23,節慶／活動,,,聖誕活動第一彈 尋找聖誕老人,8,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6613.html)
2021-12-22,活動／營運,限時任務,開放限時任務：尋找聖誕老人,12月23日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6603.html)
2021-12-17,活動／營運,,,12月17日維護延長公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6593.html)
2021-12-17,活動／營運,,,齊集扭蛋 勁爆專屬,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6583.html)
2021-12-15,活動／營運,新任務,開放各職業專屬腕輪任務：公爵的贈禮,12月17日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6573.html)
2021-12-14,活動／營運,,,12月14日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6563.html)
2021-12-10,寵物／秘寶,,,進擊雙十二 歐特奇美拉降臨,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6553.html)
2021-12-09,活動／營運,,,12月9日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6543.html)
2021-12-09,寵物／秘寶,,,魔法大學來使 置換雪之精靈,12,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6533.html)
2021-12-08,活動／營運,,,12月9日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6523.html)
2021-12-02,活動／營運,,,12月2日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6513.html)
2021-12-01,活動／營運,,,12月2日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6503.html)
2021-11-30,活動／營運,,,12月1日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6493.html)
2021-11-26,活動／營運,,,關於永恆摩羯、雙魚、牧羊、金牛合服的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6433.html)
2021-11-26,活動／營運,,,11月26日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6423.html)
2021-11-25,寵物／秘寶,,,海族異動 風雨欲來,11,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html)
2021-11-24,活動／營運,,,11月26日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6403.html)
2021-11-17,活動／營運,,,11月18日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6393.html)
2021-11-12,活動／營運,,,11月12日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6383.html)
2021-11-11,寵物／秘寶,,,四重驚喜，震撼雙十一,8,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6373.html)
