活動日期,公告日,活動／期別,合成公式,公告連結
2023-05-05～2023-06-06,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,任意等級的神聖巨龍 ＋ 轉生龍魂×1 ＝ Lv1神聖翼龍,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-06-06,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,任意等級的神聖翼龍 ＋ 聖龍血脈×1 ＝ / ├ Lv1神聖翼龍（概率90%） / └ Lv1神聖巨龍（概率10%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-06-03,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,Lv70七尾狐 ＋ 七尾狐之契×1 ＋ 尾狐細胞×40 ＝ Lv1九尾狐,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-06-03,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,Lv50五尾狐 ＋ 五尾狐之契×1 ＋ 尾狐細胞×30 ＝ Lv1七尾狐,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-06-03,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,Lv30三尾狐 ＋ 三尾狐之契×1 ＋ 尾狐細胞×20 ＝ Lv1五尾狐,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-06-03,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,Lv10一尾狐 ＋ 一尾狐之契×1 ＋ 尾狐細胞×10 ＝ Lv1三尾狐,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-05-11,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,"Lv1冰精靈 ＋ 水元素之卵×3 ＋ 閃耀變異之源×10 ＋ 精靈王契約×100 ＋ 金幣50,000G ＝ Lv1海洋元素使",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-06-03,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,Lv1九尾狐 ＋ 返祖之珠×1 ＋ 變異之源×10 ＝ / ├ Lv1銀狐（概率5%） / └ Lv1九尾狐（概率95%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
未載明（公告日 2023-04-27）,2023-04-27,強襲之心 永無止境,"Lv1強襲地雷 ＋ 變異之源×3 ＋ 強襲核心×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1強襲機甲AEX",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9444.html)
未載明（公告日 2023-04-13）,2023-04-13,速通星辰塔 智鬥機甲巨獸,"Lv1閃光地雷 ＋ 變異之源×3 ＋ 閃光核心×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1閃光機甲AEX",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9294.html)
未載明（公告日 2023-04-04）,2023-04-04,神之使者 天使降臨,任意等級的天使路西法 ＋ 轉生之羽×1 ＝ Lv1光明天使,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9264.html)
未載明（公告日 2023-04-04）,2023-04-04,神之使者 天使降臨,任意等級的光明天使 ＋ 天使之羽×1 ＝ / ├ Lv1光明天使（概率90%） / └ Lv1天使路西法（概率10%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9264.html)
2023-03-30～2023-04-27,2023-03-29,不屈意志 來自地獄的怒吼,"任意等級的天狼星 ＋ 變異之源×3 ＋ 地獄火×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1地獄星",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9214.html)
未載明（公告日 2023-03-16）,2023-03-16,鬼焰燎原 冥府之主霸氣降臨,"Lv1冥界騎士 ＋ 變異之源×3 ＋ 冥界單劍×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1冥府之主",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9184.html)
未載明（公告日 2023-03-15）,2023-03-15,連破競速賽 勇奪珍稀豪禮,"Lv1螳螂 ＋ 飛刃螳螂設計圖×ABCDE ＋ 金幣100,000G ＝ Lv1飛刃螳螂",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9174.html)
2023-03-03～2023-04-04,2023-03-03,霸天巨獸 牛鬼領主,任意等級的煉獄牛頭怪 ＋ 領主之魂×1 ＝ / ├ Lv1煉獄牛頭怪（概率90%） / └ Lv1火焰牛鬼領主（概率10%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9144.html)
2023-03-03～2023-04-04,2023-03-03,霸天巨獸 牛鬼領主,任意等級的烈風牛魔王 ＋ 領主之魂×1 ＝ / ├ Lv1烈風牛魔王（概率90%） / └ Lv1烈風牛鬼領主（概率10%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9144.html)
2023-03-03～2023-04-04,2023-03-03,霸天巨獸 牛鬼領主,任意等級的強襲牛鬼 ＋ 領主之魂×1 ＝ / ├ Lv1強襲牛鬼（概率90%） / └ Lv1大地牛鬼領主（概率10%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9144.html)
2023-03-03～2023-04-04,2023-03-03,霸天巨獸 牛鬼領主,任意等級的寒冰牛魔王 ＋ 領主之魂×1 ＝ / ├ Lv1寒冰牛魔王（概率90%） / └ Lv1寒冰牛鬼領主（概率10%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9144.html)
2023-03-03～2023-04-04,2023-03-03,霸天巨獸 牛鬼領主,任意等級的烈風牛鬼領主 ＋ 轉生之魂×1 ＝ Lv1烈風牛魔王,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9144.html)
2023-03-03～2023-04-04,2023-03-03,霸天巨獸 牛鬼領主,任意等級的火焰牛鬼領主 ＋ 轉生之魂×1 ＝ Lv1煉獄牛魔王,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9144.html)
2023-03-03～2023-04-04,2023-03-03,霸天巨獸 牛鬼領主,任意等級的寒冰牛鬼領主 ＋ 轉生之魂×1 ＝ Lv1寒冰牛魔王,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9144.html)
2023-03-03～2023-04-04,2023-03-03,霸天巨獸 牛鬼領主,任意等級的大地牛鬼領主 ＋ 轉生之魂×1 ＝ Lv1強襲牛鬼,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9144.html)
2023-03-02～2023-03-16,2023-03-02,公主的往事 聖晶之約,"Lv1冰原獨角獸 ＋ 變異之源×3 ＋ 千年冰魄×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1聖晶獨角獸",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9134.html)
2023-03-02～2023-03-16,2023-03-02,公主的往事 聖晶之約,任意等級的暴雪魔獸（屬性：水10） ＋ 變異之源×1 ＝ Lv1暴雪魔獸（屬性：水5火5）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9134.html)
未載明（公告日 2023-02-15）,2023-02-15,探索冰原禁地 直面死亡的氣息,"Lv1黃金龍骨 ＋ 變異之源×3 ＋ 禁地冰龍魂×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1冰霜巨龍",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9084.html)
未載明（公告日 2023-02-15）,2023-02-15,探索冰原禁地 直面死亡的氣息,"Lv1毒龍骨 ＋ 變異之源×3 ＋ 禁地火龍魂×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1炎心真龍",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9084.html)
未載明（公告日 2023-02-02）,2023-02-02,兄弟羈絆 一念仙魔,任意等級的鬥神歐茲尼克或修羅歐茲尼克 ＋ 洗髓丹×1 ＝ Lv1煞氣歐茲尼克,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9024.html)
未載明（公告日 2023-02-02）,2023-02-02,兄弟羈絆 一念仙魔,任意等級的酒仙歐茲那克或羅剎歐茲那克 ＋ 洗髓丹×1 ＝ Lv1熊霸歐茲那克,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9024.html)
未載明（公告日 2023-02-02）,2023-02-02,兄弟羈絆 一念仙魔,任意等級的熊霸歐茲那克 ＋ 修仙石×1 ＝ / ├ Lv1熊霸歐茲那克（概率90%） / ├ Lv1羅剎歐茲那克（概率8%） / └ Lv1酒仙歐茲那克（概率2%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9024.html)
未載明（公告日 2023-02-02）,2023-02-02,兄弟羈絆 一念仙魔,任意等級的煞氣歐茲尼克 ＋ 修仙石×1 ＝ / ├ Lv1煞氣歐茲尼克（概率90%） / ├ Lv1鬥神歐茲尼克（概率8%） / └ Lv1修羅歐茲尼克（概率2%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9024.html)
未載明（公告日 2023-01-18）,2023-01-18,新春招財齊拜年,Lv40百兩招財貓 ＋ 388 ＝ 千兩招財貓,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html)
未載明（公告日 2023-01-18）,2023-01-18,新春招財齊拜年,Lv1萬兩招財貓 ＋ 1688 ＝ 十萬兩招財貓,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html)
未載明（公告日 2023-01-18）,2023-01-18,新春招財齊拜年,Lv1千兩招財貓 ＋ 888 ＝ 萬兩招財貓,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html)
未載明（公告日 2023-01-18）,2023-01-18,新春招財齊拜年,Lv1十萬兩招財貓 ＋ 2888 ＝ 億萬兩招財貓,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html)
未載明（公告日 2023-01-18）,2023-01-18,新春招財齊拜年,"Lv1兔吉祥 ＋ 兔吉祥的進化帽×1 ＋ 兔吉的毛髮×10 ＋ 金幣10,000G ＝ Lv1吉祥癸兔",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html)
未載明（公告日 2023-01-18）,2023-01-18,新春招財齊拜年,"Lv1兔吉星 ＋ 兔吉星的進化帽×1 ＋ 兔吉的毛髮×10 ＋ 金幣10,000G ＝ Lv1吉星癸兔",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html)
未載明（公告日 2023-01-18）,2023-01-18,新春招財齊拜年,"Lv1兔吉利 ＋ 兔吉利的進化帽×1 ＋ 兔吉的毛髮×10 ＋ 金幣10,000G ＝ Lv1吉利癸兔",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html)
未載明（公告日 2023-01-18）,2023-01-18,新春招財齊拜年,"Lv1兔吉兆 ＋ 兔吉兆的進化帽×1 ＋ 兔吉的毛髮×10 ＋ 金幣10,000G ＝ Lv1吉兆癸兔",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html)
未載明（公告日 2023-01-05）,2023-01-05,勇者派好物 月靈伴你迎新年,Lv1仙靈 ＋ 變異之源×3 ＋ 逐月石×10 ＋ 精靈王契約×100 ＝ 逐月仙靈,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8944.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv80以上的見習騎士露比 ＋ 變異之源×30 ＋ 勇者之心×30 ＝ Lv1槍術大師露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv80以上的見習格鬥家露比 ＋ 變異之源×30 ＋ 勇者之心×30 ＝ Lv1格鬥大師露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv80以上的見習戰斧露比 ＋ 變異之源×30 ＋ 勇者之心×30 ＝ Lv1戰斧大師露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv80以上的見習弓箭手露比 ＋ 變異之源×30 ＋ 勇者之心×30 ＝ Lv1弓術大師露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv80以上的見習巫師露比 ＋ 變異之源×30 ＋ 勇者之心×30 ＝ Lv1巫術大師露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv80以上的見習劍士露比 ＋ 變異之源×30 ＋ 勇者之心×30 ＝ Lv1劍術大師露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv40以上的新生露比 ＋ 露比長槍×1 ＋ 勇者之心×10 ＝ Lv1見習騎士露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv40以上的新生露比 ＋ 露比甩棍×1 ＋ 勇者之心×10 ＝ Lv1見習格鬥家露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv40以上的新生露比 ＋ 露比法杖×1 ＋ 勇者之心×10 ＝ Lv1見習巫師露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv40以上的新生露比 ＋ 露比手斧×1 ＋ 勇者之心×10 ＝ Lv1見習戰斧露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv40以上的新生露比 ＋ 露比巨劍×1 ＋ 勇者之心×10 ＝ Lv1見習劍士露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-31）,2022-12-31,新生露比賀新年 火力全開齊冒險,Lv40以上的新生露比 ＋ 露比大弓×1 ＋ 勇者之心×10 ＝ Lv1見習弓箭手露比,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8914.html)
未載明（公告日 2022-12-21）,2022-12-21,聖誕第二彈 聖誕王子,"Lv1赤燄或碧燄 ＋ 變異之源×3 ＋ 希望火柴盒×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ 火柴小王子",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8854.html)
未載明（公告日 2022-12-12）,2022-12-12,邪魅的暗夜旅團 咒殺型改造人,山吹 ＋ 咒殺型山吹設計圖A×1 ＋ 咒殺型山吹設計圖B×1 ＋ 咒殺型山吹設計圖C×1 ＋ 咒殺型山吹設計圖D×1 ＋ 咒殺型山吹設計圖E×1 ＝ 咒殺型山吹,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8824.html)
未載明（公告日 2022-12-08）,2022-12-08,聖誕第一彈 精靈花環大聚會,Lv1雪獅 ＋ 變異之源×3 ＋ 暴雪花×10 ＋ 精靈王契約×50 ＝ 暴雪魔獸,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8814.html)
未載明（公告日 2022-12-08）,2022-12-08,聖誕第一彈 精靈花環大聚會,Lv1月獅 ＋ 變異之源×3 ＋ 蝕月花×10 ＋ 精靈王契約×50 ＝ 蝕月炎獸,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8814.html)
未載明（公告日 2022-11-24）,2022-11-24,感恩巡迴禮 仙靈降賜福,Lv1仙靈 ＋ 變異之源×3 ＋ 星輝石×10 ＋ 精靈王契約×100 ＝ 星輝仙靈,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8764.html)
未載明（公告日 2022-11-11）,2022-11-11,至暗君王 撒旦降臨,地獄魔王 ＋ 魔王撒旦設計圖A×1 ＋ 魔王撒旦設計圖B×1 ＋ 魔王撒旦設計圖C×1 ＋ 魔王撒旦設計圖D×1 ＋ 魔王撒旦設計圖E×1 ＝ 魔王撒旦,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8714.html)
未載明（公告日 2022-10-13）,2022-10-13,《魔力寶貝：永恆初心》精靈大陸活動第二彈,Lv1炎精靈 ＋ 火元素之卵×3 ＋ 閃耀變異之源×10 ＋ 精靈王契約×100 ＝ 烈焰元素使,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8484.html)
未載明（公告日 2022-10-09）,2022-10-09,詛咒一族 赤紅與金黃的騎士,猩紅騎士 ＋ 帕布提斯馬設計圖A×1 ＋ 帕布提斯馬設計圖B×1 ＋ 帕布提斯馬設計圖C×1 ＋ 帕布提斯馬設計圖D×1 ＋ 帕布提斯馬設計圖E×1 ＝ 帕布提斯馬,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8464.html)
未載明（公告日 2022-10-09）,2022-10-09,詛咒一族 赤紅與金黃的騎士,死亡騎士 ＋ 凱法設計圖A×1 ＋ 凱法設計圖B×1 ＋ 凱法設計圖C×1 ＋ 凱法設計圖D×1 ＋ 凱法設計圖E×1 ＝ 凱法,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8464.html)
未載明（公告日 2022-09-29）,2022-09-29,《魔力寶貝：永恆初心》慶祝勇者踏足精靈大陸 好禮活動盛大開放,Lv1木精靈 ＋ 地元素之卵×3 ＋ 閃耀變異之源×10 ＋ 精靈王契約×100 ＝ 大地元素使,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8364.html)
未載明（公告日 2022-09-09）,2022-09-09,再遇失翼之龍 神龍杜瓦的呼喚,大地巨龍 ＋ 失翼之龍設計圖A×1 ＋ 失翼之龍設計圖B×1 ＋ 失翼之龍設計圖C×1 ＋ 失翼之龍設計圖D×1 ＋ 失翼之龍設計圖E×1 ＝ 失翼之龍,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8294.html)
未載明（公告日 2022-08-05）,2022-08-05,酒之殿堂的戰神 寒冰牛魔王震撼登場,寒冰牛頭怪 ＋ 寒冰牛魔王設計圖A×1 ＋ 寒冰牛魔王設計圖B×1 ＋ 寒冰牛魔王設計圖C×1 ＋ 寒冰牛魔王設計圖D×1 ＋ 寒冰牛魔王設計圖E×1 ＝ 寒冰牛魔王,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8033.html)
未載明（公告日 2022-07-07）,2022-07-07,《魔力寶貝：永恆初心》21週年慶第一彈,地獄亡靈 ＋ 地獄惡魔設計圖A×1 ＋ 地獄惡魔設計圖B×1 ＋ 地獄惡魔設計圖C×1 ＋ 地獄惡魔設計圖D×1 ＋ 地獄惡魔設計圖E×1 ＝ 地獄惡魔,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7913.html)
未載明（公告日 2022-06-02）,2022-06-02,鬼魅無頭 沙海將軍來襲,無頭將軍 ＋ 沙海將軍設計圖A×1 ＋ 沙海將軍設計圖B×1 ＋ 沙海將軍設計圖C×1 ＋ 沙海將軍設計圖D×1 ＋ 沙海將軍設計圖E×1 ＝ 沙海將軍,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7753.html)
2022-05-05～2022-06-01,2022-05-05,「5月5日聖龍寶盒」,翼龍 ＋ 神聖翼龍設計圖A×1 ＋ 神聖翼龍設計圖B×1 ＋ 神聖翼龍設計圖C×1 ＋ 神聖翼龍設計圖D×1 ＋ 神聖翼龍設計圖E×1 ＝ 神聖翼龍,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7483.html)
未載明（公告日 2022-04-02）,2022-04-02,祭奠心美 忍王梅茲參見,梅茲 ＋ 忍王梅茲設計圖A×1 ＋ 忍王梅茲設計圖B×1 ＋ 忍王梅茲設計圖C×1 ＋ 忍王梅茲設計圖D×1 ＋ 忍王梅茲設計圖E×1 ＝ 忍王梅茲,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7283.html)
未載明（公告日 2022-03-03）,2022-03-03,點燃它的怒火 召喚煉獄牛頭怪！,火焰牛頭怪 ＋ 煉獄牛頭怪設計圖A×1 ＋ 煉獄牛頭怪設計圖B×1 ＋ 煉獄牛頭怪設計圖C×1 ＋ 煉獄牛頭怪設計圖D×1 ＋ 煉獄牛頭怪設計圖E×1 ＝ 煉獄牛頭怪,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7123.html)
未載明（公告日 2022-02-10）,2022-02-10,情人節不孤單 與她共度元宵節,丘比特 ＋ 愛神丘比特設計圖A×1 ＋ 愛神丘比特設計圖B×1 ＋ 愛神丘比特設計圖C×1 ＋ 愛神丘比特設計圖D×1 ＋ 愛神丘比特設計圖E×1 ＝ 愛神丘比特,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7023.html)
未載明（公告日 2022-01-28）,2022-01-28,一生的羈絆 打虎兄弟來拜年,歐茲那克 ＋ 熊霸歐茲那克設計圖A×1 ＋ 熊霸歐茲那克設計圖B×1 ＋ 熊霸歐茲那克設計圖C×1 ＋ 熊霸歐茲那克設計圖D×1 ＋ 熊霸歐茲那克設計圖E×1 ＝ 熊霸歐茲那克,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6963.html)
未載明（公告日 2022-01-28）,2022-01-28,一生的羈絆 打虎兄弟來拜年,歐茲尼克 ＋ 煞氣歐茲尼克設計圖A×1 ＋ 煞氣歐茲尼克設計圖B×1 ＋ 煞氣歐茲尼克設計圖C×1 ＋ 煞氣歐茲尼克設計圖D×1 ＋ 煞氣歐茲尼克設計圖E×1 ＝ 煞氣歐茲尼克,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6963.html)
未載明（公告日 2021-12-10）,2021-12-10,進擊雙十二 歐特奇美拉降臨,歐特奇美拉 ＋ 疾風奇美拉設計圖A×1 ＋ 疾風奇美拉設計圖B×1 ＋ 疾風奇美拉設計圖C×1 ＋ 疾風奇美拉設計圖D×1 ＋ 疾風奇美拉設計圖E×1 ＝ 疾風奇美拉,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6553.html)
未載明（公告日 2021-11-11）,2021-11-11,四重驚喜，震撼雙十一,旋律影子 ＋ 噩夢旋律影子設計圖A×1 ＋ 噩夢旋律影子設計圖B×1 ＋ 噩夢旋律影子設計圖C×1 ＋ 噩夢旋律影子設計圖D×1 ＋ 噩夢旋律影子設計圖E×1 ＝ 噩夢旋律影子,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6373.html)
2021-10-10～2021-11-01,2021-10-09,霸氣外露，強襲牛鬼10月10日震撼登場！！！,牛鬼 ＋ 強襲牛鬼設計圖A×1 ＋ 強襲牛鬼設計圖B×1 ＋ 強襲牛鬼設計圖C×1 ＋ 強襲牛鬼設計圖D×1 ＋ 強襲牛鬼設計圖E×1 ＝ 強襲牛鬼,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6203.html)
2021-09-09～2021-10-01,2021-09-08,傳說降臨，深邃幻影９月９日限時登場！！！,幻影 ＋ 深邃幻影設計圖A×1 ＋ 深邃幻影設計圖B×1 ＋ 深邃幻影設計圖C×1 ＋ 深邃幻影設計圖D×1 ＋ 深邃幻影設計圖E×1 ＝ 深邃幻影,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5763.html)
