名稱,種族,體力,力量,防禦,速度,魔法,技格,總檔,屬性,技能,公告日,公告連結,image,任務用途
橙月,金屬系,34,36,30,14,9,8,123,風8地2,,2022-04-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7303.html),/img/專屬寵物/橙月.gif,
青銅刺豚,金屬系,14,39,30,22,15,8,120,地7風3,,2021-10-14,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6223.html),/img/專屬寵物/青銅刺豚.png,
墮落惡魔螃蟹,金屬系,22,38,40,13,8,8,121,水2火8,,,,/img/專屬寵物/墮落惡魔螃蟹.gif,
劇毒螃蟹,金屬系,12,31,36,8,36,8,123,水5火5,,2022-06-16,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7823.html),/img/專屬寵物/劇毒螃蟹.gif,
戰鬥藍蠍,昆蟲系,27,8,23,20,47,9,125,水9火1,混亂衝擊波Lv10,2024-09-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14004.html),/img/專屬寵物/戰鬥藍蠍.gif,
戰鬥致命螳螂,昆蟲系,28,44,15,27,11,9,125,地3水7,裂空斬Lv10、戰慄襲心Lv11,2024-09-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14004.html),/img/專屬寵物/戰鬥致命螳螂.gif,
紅雲瓢蟲,昆蟲系,29,6,19,23,48,9,125,火9風1,混亂衝擊波Lv10、中毒魔法Lv10,2024-08-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13884.html),/img/專屬寵物/紅雲瓢蟲.gif,
深海狼蛛,昆蟲系,34,6,18,17,50,9,125,水10,混亂衝擊波Lv10、單體酒醉魔法Lv10,2024-07-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13524.html),/img/專屬寵物/深海狼蛛.gif,
改造殺人蜂,昆蟲系,16,40,12,47,10,9,125,風5地5,突襲之舞Lv10,2024-06-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13264.html),/img/專屬寵物/改造殺人蜂.gif,
22週年黃蜂,昆蟲系,23,6,9,40,47,9,125,火7風3,昏睡攻擊Lv11、昏睡魔法Lv10,2023-07-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9994.html),/img/專屬寵物/22週年黃蜂.gif,
22週年螳螂,昆蟲系,29,50,15,23,8,9,125,風4地6,氣功彈I、諸刃Lv11,2023-07-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9994.html),/img/專屬寵物/22週年螳螂.gif,
飛刃螳螂,昆蟲系,31,49,15,18,12,8,125,地8風2,,2023-03-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9174.html),/img/專屬寵物/飛刃螳螂.gif,
逆刃死灰,昆蟲系,40,42,16,14,13,8,125,地1水9,,2022-11-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8684.html),/img/專屬寵物/逆刃死灰.gif,
龍蝦霸王,昆蟲系,37,50,16,16,6,8,125,火9風1,,2021-10-14,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6223.html),https://truth.bahamut.com.tw/s01/202110/d5db76058dade44370d8ad3b9864152a.gif,
沼澤龍蝦,昆蟲系,29,47,26,14,7,8,123,地8水2,,2021-10-14,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6223.html),https://truth.bahamut.com.tw/s01/202110/980e1590fd935432f2d1124ac96b44dc.gif,
海龍蝦,昆蟲系,31,45,23,16,8,8,123,水8火2,,2021-10-14,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6223.html),https://truth.bahamut.com.tw/s01/202110/8843a72a1e7c981e7fd42c95fda006ae.gif,
烈焰龍蝦,昆蟲系,28,48,19,21,7,8,123,火8風2,沒有變身和海溝內守衛對話進三連戰，第三輪霸王龍蝦隨機出現,2021-10-14,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6223.html),https://truth.bahamut.com.tw/s01/202110/29df05b21964fd866095a815e4c40fb3.gif,
烈風龍蝦,昆蟲系,27,46,18,24,8,8,123,地2風8,,2021-10-14,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6223.html),https://truth.bahamut.com.tw/s01/202110/1cbda942b3473bc802e71e5acdc8ccd4.gif,
牛角寄居蟹,昆蟲系,18,9,31,17,35,7,110,火4風6,,2021-10-14,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6223.html),/img/專屬寵物/牛角寄居蟹.gif,
金甲蟲,昆蟲系,18,37,37,11,20,8,123,水7火3,,,,/img/專屬寵物/金甲蟲.gif,
櫻花螳螂,昆蟲系,18,45,22,27,11,9,123,地5風5,,2021-07-28,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5303.html),/img/專屬寵物/櫻花螳螂.gif,
赤炎黃蜂,昆蟲系,14,38,15,43,10,9,120,火7風3,,2021-07-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5293.html),/img/專屬寵物/赤炎黃蜂.gif,
改造黃蠍,昆蟲系,20,10,43,12,40,7,125,風10,,,,/img/專屬寵物/改造黃蠍.gif,
豬八戒,不死系,34,46,14,21,10,9,125,地5火5,裂空斬LV10、氣功彈LV2、氣絕回復LV1,2025-03-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14824.html),/img/專屬寵物/魔豬.gif,
豬剛鬣,不死系,42,36,16,21,10,9,125,地10,裂空斬LV10、氣功彈I 、連擊LV12,2025-03-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14824.html),/img/專屬寵物/魔豬.gif,
八岐大蛇,不死系,36,44,11,28,6,9,125,風10,氣功彈LV3 、乾坤一擲LV11、氣絕回復LV1,2025-01-28,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14664.html),/img/專屬寵物/八岐大蛇.gif,
魔女蕾亞,不死系,34,43,20,22,6,9,125,地5水5,昏睡攻擊LV11、氣功彈LV3、諸刃LV11,2025-01-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14494.html),/img/專屬寵物/魔女蕾亞.gif,[遠古巨人之謎](/任務攻略/主線任務/天空之城系列/遠古巨人之謎) 隊長持有即可從傳送石直達試煉神殿
紺青之棺,不死系,30,41,23,21,10,9,125,地10,乾坤一擲LV11、氣功彈I,2025-01-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14494.html),/img/專屬寵物/紺青之棺.gif,
冰魄龍骨,不死系,34,45,8,30,8,9,125,水10,氣功彈LV2、連擊LV12,2024-12-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14344.html),/img/專屬寵物/冰魄龍骨.gif,
聖金龍骨,不死系,48,42,12,17,6,9,125,風10,裂空斬LV10、氣絕回復LV1,2024-11-22,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14254.html),/img/專屬寵物/聖金龍骨.gif,
岩帝龍骨,不死系,38,6,16,48,17,9,125,地10,潔淨魔法LV3、單體即死LV1、單體石化魔法LV10,2024-11-22,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14254.html),/img/專屬寵物/岩帝龍骨.gif,
幼年聖金龍骨,不死系,35,35,26,10,17,9,123,火2風8,裂空斬LV5、氣絕回復LV1,2024-11-22,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14254.html),/img/專屬寵物/聖金龍骨.gif,
幼年岩帝龍骨,不死系,24,6,23,37,33,9,123,風2地8,單體即死LV1、單體石化魔法LV10,2024-11-22,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14254.html),/img/專屬寵物/岩帝龍骨.gif,
炎魔龍骨,不死系,17,6,12,48,42,9,125,水5火5,超強石化魔法Lv5、強力混亂魔法Lv7,2024-10-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14144.html),/img/專屬寵物/炎魔龍骨.gif,
萬聖鬼斧,不死系,31,48,13,25,8,9,125,風10,裂空斬Lv10、諸刃Lv11,2024-10-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14144.html),/img/專屬寵物/白銀冥鬥士.gif,
萬聖食屍鬼,不死系,41,37,16,21,10,9,125,火7風3,乾坤一擲Lv11、昏睡攻擊Lv11,2024-10-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14144.html),/img/專屬寵物/萬聖食屍鬼.gif,
夢之惡魔,不死系,40,6,11,19,49,9,125,地5水5,超強昏睡魔法Lv5、潔淨魔法Lv3,2024-10-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14084.html),/img/專屬寵物/夢之惡魔.gif,
戰鬥骷髏戰士,不死系,42,42,12,12,17,9,125,風7地3,乾坤一擲Lv11,2024-09-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14004.html),/img/專屬寵物/戰鬥骷髏戰士.gif,
戰鬥亡靈,不死系,34,10,15,17,49,9,125,火2風8,超強昏睡魔法Lv5、混亂衝擊波Lv10,2024-09-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14004.html),/img/專屬寵物/戰鬥亡靈.gif,
魅之惡魔,不死系,33,49,11,26,6,9,125,風10,裂空斬Lv10、乾坤一擲Lv11,2024-08-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13884.html),/img/專屬寵物/魅之惡魔.gif,
魔女妮可,不死系,29,6,14,28,48,9,125,風10,超強混亂魔法Lv5、氣絕回復Lv1,2024-08-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13784.html),/img/專屬寵物/魔女妮可.gif,
伯爵之棺,不死系,26,45,15,29,10,9,125,火2風8,乾坤一擲Lv11、混亂攻擊Lv11,2024-08-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13784.html),/img/專屬寵物/伯爵之棺.gif,
墓碑鬼手,不死系,27,37,27,16,16,9,123,火2風8,毒性攻擊Lv11,2024-08-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13784.html),/img/專屬寵物/墓碑鬼手.gif,
魔道死靈,不死系,37,8,14,19,47,9,125,地8水2,混亂衝擊波Lv10、強力石化魔法LV7,2024-08-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13784.html),/img/專屬寵物/魔道死靈.gif,
星幻冥神,不死系,35,45,10,25,10,9,125,水5火5,隔山打牛Lv10、諸刃Lv11,2024-08-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13754.html),/img/專屬寵物/星幻冥神.png,
惡魔女帝,不死系,37,50,6,26,6,9,125,水5火5,連擊Lv11、裂空斬Lv10,2024-07-17,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13624.html),/img/專屬寵物/惡魔女帝.gif,[精靈之墟](/任務攻略/主線任務/傳說之劍系列/精靈之墟) 與任一石碑對話即可整隊直達頂樓，不必分辨真假；[精靈之墟練級點前置攻略](/任務攻略/練功專區/精靈之墟/精靈之墟練級點前置攻略) 無視真假空之碑，全隊傳送至樓頂（牢籠結界）
幻之惡魔,不死系,33,6,11,26,49,9,125,地10,超強中毒魔法LV5、超強石化魔法LV5,2024-07-17,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13624.html),/img/專屬寵物/幻之惡魔.gif,
魔女洛麗,不死系,30,6,10,29,50,9,125,火5風5,超強昏睡魔法Lv5、氣絕回復Lv1,2024-07-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13494.html),/img/專屬寵物/魔女洛麗.gif,
地獄殺人螳螂,不死系,31,45,11,30,8,9,125,水1火9,連擊Lv12、乾坤一擲Lv11,2024-06-19,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13394.html),/img/專屬寵物/地獄殺人螳螂.gif,
改造地獄骷髏,不死系,34,35,33,10,13,9,125,水7火3,潛龍殺Lv10,2024-05-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html),/img/專屬寵物/冰獄骷髏.gif,
死亡木乃伊,不死系,39,44,16,20,6,9,125,火10,諸刃Lv11、昏睡攻擊Lv11,2024-05-16,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13014.html),/img/專屬寵物/死亡木乃伊.gif,
暗黑魔龍,不死系,33,50,11,25,6,9,125,風5地5,裂空斬Lv10、乾坤一擲Lv11,2024-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12884.html),/img/專屬寵物/暗黑魔龍.gif,[地獄之眼](/任務攻略/主線任務/傳說之劍系列/地獄之眼) 隊員身上有即可與任意石碑對話直接登頂，抵達終極之地；[精靈之墟練級點前置攻略](/任務攻略/練功專區/精靈之墟/精靈之墟練級點前置攻略) 與任意石碑對話即可整隊傳送至終極之地，不必分辨真假
焰獄妖犬,不死系,18,42,12,45,8,9,125,風6地4,乾坤一擲Lv11、潔淨魔法LV3,2024-05-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12864.html),/img/專屬寵物/焰獄妖犬.gif,
暗黑大公雞,不死系,36,43,11,26,9,9,125,地5水5,氣功彈I、乾坤一擲Lv11,2024-04-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12564.html),/img/專屬寵物/暗黑大公雞.gif,
埃及冥龍：索爾格,不死系,38,50,11,18,8,9,125,火6風4,乾坤一擲Lv11、氣絕回復Lv1,2024-04-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12184.html),/img/專屬寵物/埃及冥龍索爾格.gif,
埃及冥龍：海因茨,不死系,39,8,23,11,44,9,125,火6風4,單體即死Lv1、氣絕回復Lv1,2024-04-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12184.html),/img/專屬寵物/埃及冥龍索爾格.gif,
埃及冥龍：卡洛斯,不死系,33,8,11,25,48,9,125,火6風4,超強石化魔法Lv5、氣絕回復Lv1,2024-04-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12184.html),/img/專屬寵物/埃及冥龍索爾格.gif,
淘氣鬼,不死系,17,10,18,36,42,8,123,風10,強力遺忘魔法Lv5,2024-04-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12174.html),/img/專屬寵物/淘氣鬼.png,
鬧事鬼,不死系,26,40,18,29,10,8,123,火10,攻擊吸收Lv5,2024-04-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12174.html),/img/專屬寵物/鬧事鬼.png,
皮皮鬼,不死系,40,26,29,18,10,8,123,水10,昏睡攻擊Lv11,2024-04-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12174.html),/img/專屬寵物/皮皮鬼.png,
搗蛋鬼,不死系,26,10,18,29,40,8,123,地10,強力中毒魔法Lv5,2024-04-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12174.html),/img/專屬寵物/搗蛋鬼.png,
猩紅鬼靈,不死系,22,8,12,37,46,9,125,火6風4,超強石化魔法Lv5、混亂衝擊波Lv10,2024-04-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12174.html),/img/專屬寵物/猩紅鬼靈.gif,
紺青騎士,不死系,33,8,14,22,48,9,125,水6火4,超強混亂魔法Lv5、補血魔法Lv5,2024-04-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12174.html),/img/專屬寵物/紺青騎士.gif,
青銅冥鬥士,不死系,39,10,19,13,44,9,125,風8地2,魔法反彈Lv5、混亂衝擊波Lv10,2024-04-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12074.html),/img/專屬寵物/青銅冥鬥士.gif,
亡靈骷髏士兵,不死系,29,50,17,19,10,9,125,地5水5,乾坤一擲Lv11、石化攻擊Lv11,2024-04-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12074.html),/img/專屬寵物/亡靈骷髏士兵.png,
魔金女王,不死系,25,10,16,24,50,9,125,風6地4,超強石化魔法Lv5、單體石化魔法Lv10,2024-04-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12074.html),/img/專屬寵物/魔金女王.gif,
女帝阿爾卡迪亞,不死系,45,5,5,20,50,9,125,火5風5,潔淨魔法Lv3、超強火焰魔法Lv4、超強風刃魔法Lv4、超強混亂魔法Lv5,2023-12-28,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10894.html),/img/專屬寵物/女帝阿爾卡迪亞.gif,
黯星使者,不死系,31,50,15,19,10,9,125,火1風9,連擊Lv11,2023-11-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10704.html),/img/專屬寵物/黯星使者.gif,[競速星辰塔](/任務攻略/常態活動/競速星辰塔) 隊伍中有即可訪問 5 階迷宮水晶直達 5 階神殿
狂魔劍次,不死系,29,6,19,21,50,9,125,火5風5,超強混亂魔法Lv5、混亂衝擊波Lv10,2023-11-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10564.html),/img/專屬寵物/狂魔劍次.gif,[蒼月聖學院](/任務攻略/主線任務/天空之城系列/蒼月聖學院) 火元素祕境：與迷宮內傳送石對話可直接登頂
改造冥界死神,不死系,16,10,17,38,44,9,125,風10,混亂衝擊波Lv10、魔法吸收Lv5,2023-10-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10474.html),/img/專屬寵物/改造冥界死神.gif,
改造斬首者,不死系,16,38,17,44,10,9,125,火10,突襲之舞Lv10、魔法反彈Lv5,2023-10-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10474.html),/img/專屬寵物/改造斬首者.gif,
改造暗黑僧侶,不死系,38,44,17,16,10,9,125,水10,諸刃Lv11、攻擊反彈Lv5,2023-10-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10474.html),/img/專屬寵物/改造暗黑僧侶.gif,
改造鐮刀魔,不死系,38,10,17,16,44,9,125,地10,混亂衝擊波Lv10、攻擊吸收Lv5,2023-10-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10474.html),/img/專屬寵物/改造鐮刀魔.gif,
萬聖假面,不死系,35,10,16,19,45,9,125,地9水1,攻擊吸收Lv5、強力石化魔法Lv5,2023-10-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10474.html),/img/專屬寵物/萬聖假面.gif,
假面騎士,不死系,20,40,17,40,8,9,125,地10,乾坤一擲Lv11、石化攻擊Lv11,2023-10-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10474.html),/img/專屬寵物/假面騎士.gif,
牛頭狂戰士,不死系,25,44,20,30,6,9,125,風1地9,潛龍殺Lv10,2023-10-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10434.html),/img/專屬寵物/牛頭狂戰士.gif,
死神亞曆克斯,不死系,19,27,24,40,10,8,120,地10,,2023-10-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10434.html),/img/專屬寵物/死神亞曆克斯.gif,
死神查理,不死系,19,10,24,27,40,8,120,水10,,2023-10-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10434.html),/img/專屬寵物/死神查理.gif,
死神埃文,不死系,40,27,24,19,10,8,120,火10,,2023-10-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10434.html),/img/專屬寵物/死神埃文.gif,
死神格雷爾,不死系,27,40,24,19,10,8,120,風10,,2023-10-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10434.html),/img/專屬寵物/死神格雷爾.gif,
天啟者猶大,不死系,17,8,15,40,45,9,125,地5水5,超強石化魔法Lv5、混亂衝擊波Lv10,2023-09-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10254.html),/img/專屬寵物/天啟者猶大.gif,
幽紫魔靈,不死系,15,10,17,37,46,8,125,水2火8,混亂衝擊波Lv10、攻擊無效Lv5,2023-09-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10234.html),/img/專屬寵物/幽紫魔靈.gif,
德魯伊之魂,不死系,28,10,18,22,47,9,125,水10,強力石化魔法Lv5、攻擊反彈Lv5,2023-09-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10234.html),/img/專屬寵物/德魯伊之魂.gif,
德魯伊之鬼,不死系,16,12,23,22,47,6,120,水10,,2023-09-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10234.html),/img/專屬寵物/德魯伊之魂.gif,
暗醫阿魯巴斯,不死系,35,8,13,21,48,9,125,火3風7,超強遺忘魔法Lv5,2023-07-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9844.html),/img/專屬寵物/暗醫阿魯巴斯.gif,
喪屍魔龍,不死系,42,29,32,8,14,9,125,地6水4,明鏡止水Lv11,2023-06-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9654.html),/img/專屬寵物/喪屍魔龍.gif,
地獄星,不死系,32,40,25,18,10,9,125,水10,迅雷衝擊,2023-03-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9214.html),/img/專屬寵物/地獄星.gif,
毒龍骨,不死系,28,37,37,12,11,8,125,水3火7,潛龍殺Lv1,2023-02-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9084.html),/img/專屬寵物/毒龍骨.gif,
黃金龍骨,不死系,28,11,37,12,37,8,125,火3風7,強力昏睡魔法Lv2,2023-02-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9084.html),/img/專屬寵物/黃金龍骨.gif,
炎心真龍,不死系,32,47,14,22,10,9,125,水5火5,潛龍殺Lv6,2023-02-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9084.html),/img/專屬寵物/炎心真龍.gif,[冰原禁地](/任務攻略/練功專區/冰原禁地) 可免除冰原通行證，單人通過禁地守衛
冰霜巨龍,不死系,36,10,20,14,45,9,125,火5風5,強力昏睡魔法Lv5,2023-02-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9084.html),/img/專屬寵物/冰霜巨龍.gif,[冰原禁地](/任務攻略/練功專區/冰原禁地) 可免除冰原通行證，單人通過禁地守衛
赤炎假面,不死系,31,10,22,19,43,8,125,火10,,2022-10-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8614.html),/img/專屬寵物/赤炎假面.gif,
巨斧假面,不死系,36,39,21,19,10,8,125,火9風1,,2022-10-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8614.html),/img/專屬寵物/巨斧假面.gif,
魔法師之鬼,不死系,17,12,16,28,47,6,120,地10,,2022-08-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8073.html),/img/專屬寵物/魔法師之鬼.gif,
巫師之鬼,不死系,16,31,17,40,16,6,120,風10,,2022-08-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8073.html),/img/專屬寵物/巫師之鬼.gif,
卡爾克,不死系,12,45,20,26,17,6,120,水2火8,,2022-08-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8073.html),/img/專屬寵物/卡爾克.gif,
卡卡特,不死系,20,43,18,27,12,6,120,地2水8,,2022-08-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8073.html),/img/專屬寵物/卡卡特.gif,
魔導師之魂,不死系,18,10,14,34,49,8,125,地10,,2022-08-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8073.html),/img/專屬寵物/魔法師之鬼.gif,
巫妖王之魂,不死系,26,31,14,44,10,8,125,風10,,2022-08-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8073.html),/img/專屬寵物/巫師之鬼.gif,
血魔之棺,不死系,23,49,17,26,10,8,125,水2火8,,2022-08-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8073.html),/img/專屬寵物/卡爾克.gif,
白銀之棺,不死系,33,10,16,21,45,8,125,地2水8,,2022-08-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8073.html),/img/專屬寵物/卡卡特.gif,
龍骨,不死系,32,35,20,21,16,8,124,地8風2,,2022-04-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7413.html),/img/專屬寵物/龍骨.gif,
暗黑龍骨,不死系,30,16,27,14,37,8,124,地3水7,,2022-04-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7413.html),/img/專屬寵物/暗黑龍骨.gif,
玄翼暴龍,不死系,40,40,14,21,10,8,125,地9風1,,2022-04-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7413.html),/img/專屬寵物/玄翼暴龍.gif,
闇影魔龍,不死系,35,10,16,24,40,8,125,地2水8,,2022-04-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7413.html),/img/專屬寵物/闇影魔龍.gif,
幽紫妖靈,不死系,19,11,23,33,39,8,125,水2火8,,2022-03-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7223.html),/img/專屬寵物/幽紫魔靈.gif,
獅面女神,不死系,33,14,22,19,35,8,123,地10,,2022-03-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7223.html),/img/專屬寵物/獅面女神.gif,
貓臉女神,不死系,42,37,12,18,14,8,123,水10,,2022-03-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7223.html),/img/專屬寵物/貓臉女神.gif,
貓隊長,不死系,35,42,17,19,10,8,123,火10,,2022-03-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7223.html),/img/專屬寵物/貓隊長.gif,
惡夢貓,不死系,15,20,20,32,36,7,123,風10,,2022-03-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7223.html),/img/專屬寵物/惡夢貓.gif,
福爾菲斯,不死系,14,40,12,18,39,8,123,火1風9,,2022-03-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7223.html),/img/專屬寵物/福爾菲斯.gif,
深淵武裝骷髏,不死系,18,23,43,8,28,7,120,地7水3,,,,/img/專屬寵物/深淵武裝骷髏.gif,
改造殭屍,不死系,41,36,16,16,16,9,125,地3風7,,2021-07-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5313.html),/img/專屬寵物/改造殭屍.gif,
千夜,植物系,42,6,6,29,42,9,125,水10,超強石化魔法LV7、超強中毒魔法LV7、超強補血魔法LV5,2025-03-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14854.html),/img/專屬寵物/千夜.gif,
沙暴仙人掌,植物系,33,42,15,27,8,9,125,風2地8,吸血攻擊LV11、連擊LV11、諸刃LV11,2025-03-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14854.html),/img/專屬寵物/沙暴仙人掌.gif,
流星菇,植物系,24,7,13,32,49,9,125,火4風6,超強昏睡魔法LV7、超強中毒魔法LV5、混亂衝擊波LV10,2025-02-20,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14794.html),/img/專屬寵物/流星菇.gif,
愛情康乃馨,植物系,28,10,19,26,42,9,125,火8風2,混亂衝擊波Lv10,2025-02-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14704.html),/img/專屬寵物/愛情康乃馨.gif,
